rooms,title,subtitle,subway,dist_to_subway,city,admin_okrug,district,street,home_number,price,link,year_of_construction,total_meters,living_meters,kitchen_meters,floor,floors_count,flat_type,house_type,wc,ceiling,class,processed
6,"6-комн. кв., 362 м², 6/7 этаж",,Стрешнево,7 минут на транспорте,Москва,СЗАО,р-н Покровское-Стрешнево,Береговая улица,6,319 500 000 ₽,https://www.cian.ru/sale/flat/288146848/,2003,362.0,-1,20.0,6,7,Вторичка,Монолитный,"2 совмещенных, 2 раздельных",-1,-1,y
6,"6-комн. кв., 318 м², 4/34 этаж",,Покровское-Стрешнево,6 минут на транспорте,Москва,СЗАО,р-н Щукино,77К1,,280 000 000 ₽,https://www.cian.ru/sale/flat/260513841/,2009,318.0,155.0,18.0,4,34,Вторичка,Монолитный,"2 совмещенных, 1 раздельный",-1,-1,y
6,"6-комн. кв., 464 м², 15/18 этаж",,Октябрьское поле,8 минут пешком,Москва,СЗАО,р-н Щукино,улица Расплетина,14,220 128 975 ₽,https://www.cian.ru/sale/flat/266094480/,2000,464.0,270.0,25.0,15,18,Вторичка Пентхаус,-1,"3 совмещенных, 2 раздельных","3,2 м",-1,y
6,"6-комн. кв., 560 м², 4/35 этаж",,Щукинская,14 минут пешком,Москва,СЗАО,р-н Щукино,Авиационная улица,79В,200 000 000 ₽,https://www.cian.ru/sale/flat/268344735/,2001,560.0,300.0,30.0,4,35,Вторичка,Кирпичный,"3 совмещенных, 1 раздельный","3,3 м",-1,y
6,"6-комн. кв., 160 м², 9/10 этаж",,Ольховая,6 минут на транспорте,Москва,НАО (Новомосковский),м. Ольховая,улица Николо-Хованская,24,31 000 000 ₽,https://www.cian.ru/sale/flat/274406501/,2014,160.0,90.0,24.0,9,10,Вторичка,Блочный,2 совмещенных,-1,-1,y
6,"6-комн. кв., 186,4 м², 3/3 этаж",,Остафьево,10 минут на транспорте,Москва,НАО (Новомосковский),м. Остафьево,д. Никульское,Петровская Слобода мкр,23 500 000 ₽,https://www.cian.ru/sale/flat/285705788/,-1,186.0,97.0,34.0,3,3,Вторичка,Кирпичный,2 раздельных,-1,-1,y
6,"6-комн. кв., 714 м², 1/3 этаж",,Аэропорт Внуково,15 минут на транспорте,Москва,НАО (Новомосковский),Филимонковское поселение,улица Речная,5,585 000 000 ₽,https://www.cian.ru/sale/flat/288713348/,-1,714.0,623.0,23.0,1,3,Вторичка,-1,4 совмещенных,"3,5 м",-1,y
6,"6-комн. кв., 274 м², 9/9 этаж",,Прокшино,20 минут пешком,Москва,НАО (Новомосковский),м. Прокшино,улица Николо-Хованская,34,31 000 000 ₽,https://www.cian.ru/sale/flat/282523820/,2015,274.0,-1,-1,9,9,Вторичка Пентхаус,Панельный,3 совмещенных,"4,8 м",-1,y
6,"6-комн. апарт., 153 м², 1/16 этаж",,Бабушкинская,17 минут пешком,Москва,СВАО,р-н Бабушкинский,улица Коминтерна,14К2,20 000 000 ₽,https://www.cian.ru/sale/flat/286749069/,1986,153.0,-1,-1,1,16,Вторичка Апартаменты,-1,-1,"2,48 м",-1,y
6,"6-комн. апарт., 135 м², 2/6 этаж",,Улица 1905 года,8 минут пешком,Москва,ЦАО,р-н Пресненский,улица Климашкина,22,29 800 000 ₽,https://www.cian.ru/sale/flat/287572594/,1928,135.0,104.0,9.0,2,6,Вторичка Апартаменты,Кирпичный,1 совмещенный,-1,-1,y
6,"4-комн. кв., 164 м², 2/8 этаж",,Ольховая,18 минут пешком,Москва,НАО (Новомосковский),м. Ольховая,д. Сосенки,улица Ясеневая,32 339 999 ₽,https://www.cian.ru/sale/flat/287122400/,2013,164.0,58.0,44.0,2,8,Вторичка,Монолитный,"2 совмещенных, 1 раздельный","3,2 м",-1,y
6,"5-комн. кв., 170,6 м², 9/10 этаж",,Коммунарка,15 минут на транспорте,Москва,НАО (Новомосковский),м. Коммунарка,34,,23 500 000 ₽,https://www.cian.ru/sale/flat/279584331/,1998,170.0,103.0,15.0,9,10,Вторичка,Панельный,2 совмещенных,"2,9 м",-1,y
6,"4-комн. кв., 172 м², 9/9 этаж",,Бунинская аллея,10 минут пешком,Москва,ЮЗАО,р-н Южное Бутово,Южнобутовская улица,91,36 970 000 ₽,https://www.cian.ru/sale/flat/288561339/,2000,172.0,93.0,13.0,9,9,Вторичка Пентхаус,Монолитный,2 совмещенных,"2,75 м",-1,y
6,"5-комн. кв., 112,5 м², 4/14 этаж",,Улица Скобелевская,7 минут пешком,Москва,ЮЗАО,р-н Южное Бутово,Веневская улица,19,24 000 000 ₽,https://www.cian.ru/sale/flat/283555537/,1994,112.0,65.0,12.0,4,14,Вторичка,-1,2 совмещенных,"2,64 м",-1,y
6,"4-комн. кв., 98 м², 6/22 этаж",,Говорово,15 минут пешком,Москва,ЗАО,р-н Солнцево,Волынская улица,3,18 190 000 ₽,https://www.cian.ru/sale/flat/281630104/,1998,98.0,62.0,10.0,6,22,Вторичка,Панельный,-1,"2,64 м",-1,y
6,"5-комн. кв., 116 м², 2/7 этаж",,Дубровка,9 минут пешком,Москва,ЮВАО,р-н Южнопортовый,Новоостаповская улица,4К2,34 990 000 ₽,https://www.cian.ru/sale/flat/287569091/,1949,116.0,-1,12.0,2,7,Вторичка,Кирпичный,1 раздельный,"3,4 м",-1,y
6,"6-комн. кв., 299 м², 12/26 этаж",,Кунцевская,4 минуты пешком,Москва,ЗАО,р-н Можайский,Можайское шоссе,2,87 000 000 ₽,https://www.cian.ru/sale/flat/285653316/,2000,299.0,180.0,20.0,12,26,Вторичка,Монолитный,3 совмещенных,-1,-1,y
6,"5-комн. кв., 112 м², 3/16 этаж",,Алма-Атинская,2 минуты пешком,Москва,ЮАО,р-н Братеево,Братеевская улица,18К5,31 500 000 ₽,https://www.cian.ru/sale/flat/288832043/,1996,112.0,63.0,11.0,3,16,Вторичка,Панельный,2 совмещенных,"2,7 м",-1,y
6,"4-комн. апарт., 165 м², 2/3 этаж",,,,Москва,ТАО (Троицкий),Троицк,17,,20 000 000 ₽,https://www.cian.ru/sale/flat/283233256/,-1,165.0,-1,-1,2,3,Вторичка Апартаменты,-1,-1,-1,-1,y
6,Лучшая цена в районе!,"6-комн. кв., 156,6 м², 1/5 этаж",Волжская,15 минут пешком,Москва,ЮВАО,р-н Люблино,Кубанская улица,14С1,21 800 000 ₽,https://www.cian.ru/sale/flat/285144519/,1936,156.0,110.0,7.0,1,5,Вторичка,Кирпичный,2 раздельных,-1,-1,y
6,"5-комн. кв., 357,5 м², 4/8 этаж",,Спортивная,6 минут пешком,Москва,ЦАО,р-н Хамовники,улица Ефремова,19к2,588 555 100 ₽,https://www.cian.ru/sale/flat/284434948/,2015,357.0,-1,-1,4,8,Вторичка,Монолитный,"4 совмещенных, 3 раздельных",-1,-1,y
6,"210 м2! 2 этажа. Потолки 3,5 м!","5-комн. кв., 210 м², 33/34 этаж",Новаторская,19 минут пешком,Москва,ЮЗАО,р-н Обручевский,Ленинский проспект,111к1,90 000 000 ₽,https://www.cian.ru/sale/flat/283704458/,2010,210.0,170.0,-1,33,34,Вторичка,Монолитный,4 совмещенных,"3,5 м",-1,y
6,"4-комн. кв., 98,3 м², 11/22 этаж",,Саларьево,15 минут пешком,Москва,НАО (Новомосковский),м. Саларьево,улица Родниковая,30к3,24 900 000 ₽,https://www.cian.ru/sale/flat/286029007/,2022,98.0,-1,-1,11,22,Вторичка,Блочный,-1,"2,95 м",-1,y
6,"5-комн. кв., 205 м², 24/24 этаж",,Рабочий посёлок,13 минут пешком,Москва,ЗАО,р-н Можайский,Можайское шоссе,22к1,139 000 000 ₽,https://www.cian.ru/sale/flat/271491317/,2009,205.0,-1,-1,24,24,Вторичка Пентхаус,-1,4 совмещенных,-1,-1,y
6,"Своб. планировка, 251,9 м², 8/9 этаж",,Ольховая,12 минут пешком,Москва,НАО (Новомосковский),м. Ольховая,д. Сосенки,улица Ясеневая,27 500 000 ₽,https://www.cian.ru/sale/flat/282735648/,2015,251.0,-1,-1,8,9,Вторичка Пентхаус,Монолитный,-1,"3,2 м",-1,y
6,"4-комн. кв., 102,2 м², 2/8 этаж",,Ольховая,17 минут пешком,Москва,НАО (Новомосковский),м. Ольховая,д. Сосенки,улица Ясеневая,28 500 000 ₽,https://www.cian.ru/sale/flat/285705232/,2013,102.0,71.0,8.0,2,8,Вторичка,Монолитный,"2 совмещенных, 1 раздельный","3,1 м",-1,y
6,"6-комн. апарт., 255 м², 3/9 этаж",,Цветной бульвар,7 минут пешком,Москва,ЦАО,р-н Тверской,Большой Каретный переулок,24с2,113 900 000 ₽,https://www.cian.ru/sale/flat/287388404/,2012,255.0,-1,-1,3,9,Вторичка Апартаменты,Монолитный,4 раздельных,3 м,-1,y
6,"6-комн. кв., 171 м², 2/3 этаж",,Арбатская,3 минуты пешком,Москва,ЦАО,р-н Арбат,улица Арбат,4С1,77 390 000 ₽,https://www.cian.ru/sale/flat/279941064/,1870,171.0,131.0,7.0,2,3,Вторичка,Кирпичный,1 раздельный,"3,6 м",-1,y
6,"6-комн. апарт., 210,08 м², 8/9 этаж",Сдача корпуса 4 кв. 2023,Октябрьская,1 минута пешком,Москва,ЦАО,р-н Якиманка,Ленинский проспект,2,346 632 000 ₽,https://www.cian.ru/sale/flat/288751015/,2023,210.0,173.0,31.0,8,9,Новостройка Апартаменты,Монолитно-кирпичный,4 совмещенных,"3,2 м",Премиум,y
6,Уникальное предложение,"6-комн. кв., 278,2 м², 10/14 этаж",Киевская,11 минут пешком,Москва,ЦАО,р-н Хамовники,переулок 1-й Тружеников,16,556 400 000 ₽,https://www.cian.ru/sale/flat/275646824/,2021,278.0,-1,-1,10,14,Вторичка,Монолитный,4 совмещенных,-1,-1,y
6,"6-комн. апарт., 375 м², 13/13 этаж",Сдан,Смоленская,8 минут пешком,Москва,ЦАО,р-н Арбат,улица Новый Арбат,,399 000 000 ₽,https://www.cian.ru/sale/flat/288673982/,2013,375.0,-1,-1,13,13,Новостройка Апартаменты,Монолитно-кирпичный,-1,"3,15 м",Премиум,y
6,Квартира для большой семьи!,"6-комн. кв., 257 м², 8/9 этаж",Киевская,12 минут пешком,Москва,ЦАО,р-н Хамовники,Саввинская набережная,13,310 000 000 ₽,https://www.cian.ru/sale/flat/287965870/,2021,257.0,-1,-1,8,9,Вторичка,Монолитный,4 совмещенных,"3,2 м",-1,y
6,"6-комн. кв., 280,3 м², 2/9 этаж",Сдан,Киевская,13 минут пешком,Москва,ЦАО,р-н Хамовники,Саввинская набережная,13,424 805 000 ₽,https://www.cian.ru/sale/flat/288364869/,2021,280.0,-1,-1,2,9,Новостройка,Кирпичный,-1,-1,-1,y
6,Вид на Старый Арбат,"6-комн. кв., 235,4 м², 4/8 этаж",Арбатская,5 минут пешком,Москва,ЦАО,р-н Арбат,Большой Афанасьевский переулок,32/9,130 000 000 ₽,https://www.cian.ru/sale/flat/288027629/,1905,235.0,-1,30.0,4,8,Вторичка,Кирпичный,4 совмещенных,"3,5 м",-1,y
6,"6-комн. кв., 259,3 м², 4/6 этаж",Секция 2 • Сдача корпуса 2 кв. 2025,Чистые пруды,4 минуты пешком,Москва,ЦАО,р-н Басманный,Потаповский переулок,5С4,511 380 000 ₽,https://www.cian.ru/sale/flat/281686958/,2025,259.0,136.0,19.0,4,6,Новостройка,Монолитный,3 совмещенных,"3,91 м",Премиум,y
6,Лучший видовой пентхаус! Терраса!,"6-комн. кв., 414,2 м², 16/16 этаж",Спортивная,6 минут пешком,Москва,ЦАО,р-н Хамовники,улица Усачева,13кА,530 000 000 ₽,https://www.cian.ru/sale/flat/281291042/,2020,414.0,211.0,30.0,16,16,Вторичка Пентхаус,Монолитный,"2 совмещенных, 2 раздельных","3,8 м",-1,y
6,"6-комн. апарт., 415,8 м², 13/13 этаж",Сдан,Смоленская,8 минут пешком,Москва,ЦАО,р-н Арбат,улица Новый Арбат,,764 132 441 ₽,https://www.cian.ru/sale/flat/288673975/,2013,415.0,-1,34.0,13,13,Новостройка Апартаменты,Монолитно-кирпичный,-1,"3,15 м",Премиум,y
6,"6-комн. кв., 412,3 м², 16/16 этаж",,Спортивная,7 минут пешком,Москва,ЦАО,р-н Хамовники,улица Усачева,13,530 000 000 ₽,https://www.cian.ru/sale/flat/283246345/,2021,412.0,207.0,19.0,16,16,Вторичка,Монолитный,4 раздельных,-1,-1,y
6,"6-комн. кв., 496,7 м², 1/6 этаж",Сдача корпуса 1 кв. 2026,Москва (Киевский вокзал),7 минут на транспорте,Москва,ЦАО,р-н Хамовники,1С1,,867 180 000 ₽,https://www.cian.ru/sale/flat/286944818/,2026,496.0,150.0,12.0,1,6,Новостройка,Монолитно-кирпичный,4 раздельных,"3,5 м",Премиум,y
6,Прекрасная квартира с камином,"6-комн. кв., 161,5 м², 4/6 этаж",Новослободская,9 минут пешком,Москва,ЦАО,р-н Тверской,Краснопролетарская улица,8С1,67 000 000 ₽,https://www.cian.ru/sale/flat/286010167/,1917,161.0,-1,50.0,4,6,Вторичка,Кирпичный,1 раздельный,-1,-1,y
6,"6-комн. апарт., 340,9 м², 2/6 этаж",Сдача корпуса 4 кв. 2024,Спортивная,12 минут пешком,Москва,ЦАО,р-н Хамовники,Саввинская набережная,27,631 951 912 ₽,https://www.cian.ru/sale/flat/284916279/,2024,340.0,208.0,17.0,2,6,Новостройка Апартаменты,Монолитный,"4 совмещенных, 1 раздельный","3,22 м",-1,y
6,"6-комн. кв., 594 м², 12/12 этаж",,Фрунзенская,7 минут пешком,Москва,ЦАО,р-н Хамовники,Трубецкая улица,10,1 500 000 000 ₽,https://www.cian.ru/sale/flat/287192652/,2013,594.0,-1,20.0,12,12,Вторичка Пентхаус,Монолитный,4 совмещенных,"3,2 м",-1,y
6,"6-комн. кв., 283,3 м², 5/6 этаж",Секция 1 • Сдача корпуса 2 кв. 2025,Чистые пруды,4 минуты пешком,Москва,ЦАО,р-н Басманный,Потаповский переулок,5С4,645 890 000 ₽,https://www.cian.ru/sale/flat/281686974/,2025,283.0,168.0,15.0,5,6,Новостройка,Монолитный,3 совмещенных,"3,91 м",Премиум,y
6,"6-комн. кв., 228 м², 6/12 этаж",,Москва (Киевский вокзал),7 минут на транспорте,Москва,ЦАО,р-н Хамовники,13,,296 400 000 ₽,https://www.cian.ru/sale/flat/287766412/,2021,228.0,-1,34.0,6,12,Вторичка,Монолитный,4 совмещенных,-1,-1,y
6,"6-комн. кв., 281,7 м², 6/6 этаж",Секция 1 • Сдача корпуса 2 кв. 2025,Чистые пруды,4 минуты пешком,Москва,ЦАО,р-н Басманный,Потаповский переулок,5С4,799 530 000 ₽,https://www.cian.ru/sale/flat/281686969/,2025,281.0,146.0,15.0,6,6,Новостройка,Монолитный,3 совмещенных,"4,1 м",Премиум,y
6,"6-комн. кв., 298,93 м², 4/12 этаж",,Фрунзенская,7 минут пешком,Москва,ЦАО,р-н Хамовники,Трубецкая улица,10,773 529 560 ₽,https://www.cian.ru/sale/flat/285032815/,2013,298.0,-1,20.0,4,12,Вторичка,Монолитный,4 совмещенных,"3,2 м",-1,y
6,"6-комн. кв., 372,6 м², 6/6 этаж",Секция 1 • Сдача корпуса 2 кв. 2025,Чистые пруды,4 минуты пешком,Москва,ЦАО,р-н Басманный,Потаповский переулок,5С4,1 205 140 000 ₽,https://www.cian.ru/sale/flat/281686972/,2025,372.0,196.0,14.0,6,6,Новостройка,Монолитный,4 раздельных,"4,1 м",Премиум,y
6,"6-комн. кв., 490,7 м², 5/7 этаж",,Фрунзенская,13 минут пешком,Москва,ЦАО,р-н Хамовники,улица Ефремова,19к3,1 008 951 600 ₽,https://www.cian.ru/sale/flat/288800294/,2015,490.0,-1,-1,5,7,Вторичка,Монолитный,4 совмещенных,"3,5 м",-1,y
6,"6-комн. кв., 387,4 м², 6/6 этаж",Секция 2 • Сдача корпуса 2 кв. 2025,Чистые пруды,4 минуты пешком,Москва,ЦАО,р-н Басманный,Потаповский переулок,5С4,1 308 920 000 ₽,https://www.cian.ru/sale/flat/281686970/,2025,387.0,213.0,17.0,6,6,Новостройка,Монолитный,4 раздельных,"4,1 м",Премиум,y
6,"6-комн. кв., 400 м², 19/21 этаж",,Беговая,6 минут на транспорте,Москва,ЦАО,р-н Пресненский,2-я Звенигородская улица,12С19,385 000 000 ₽,https://www.cian.ru/sale/flat/284611049/,-1,400.0,-1,-1,19,21,Вторичка,Монолитный,3 совмещенных,-1,-1,y
6,"6-комн. апарт., 171,82 м², 8/9 этаж",Сдача корпуса 4 кв. 2023,Октябрьская,1 минута пешком,Москва,ЦАО,р-н Якиманка,Ленинский проспект,2,274 912 000 ₽,https://www.cian.ru/sale/flat/288751014/,2023,171.0,139.0,27.0,8,9,Новостройка Апартаменты,Монолитно-кирпичный,3 совмещенных,"3,2 м",Премиум,y
6,Пентхаус с террасой! Потолки 3.8м,"6-комн. кв., 206,2 м², 16/16 этаж",Спортивная,6 минут пешком,Москва,ЦАО,р-н Хамовники,улица Усачева,13кА,264 000 000 ₽,https://www.cian.ru/sale/flat/283640480/,2022,206.0,119.0,15.0,16,16,Вторичка Пентхаус,Монолитный,"2 совмещенных, 1 раздельный","3,8 м",-1,y
6,"6-комн. апарт., 233,8 м², 2/4 этаж",Сдача корпуса 4 кв. 2023,Цветной бульвар,8 минут пешком,Москва,ЦАО,р-н Мещанский,Олимпийский проспект,вл10,123 914 000 ₽,https://www.cian.ru/sale/flat/287966021/,2023,233.0,-1,-1,2,4,Новостройка Апартаменты,Монолитный,-1,"3,1 м",Премиум,y
6,Бродский. 6 комнат. Виды на реку,"6-комн. кв., 283 м², 11/14 этаж",Киевская,11 минут пешком,Москва,ЦАО,р-н Хамовники,переулок 1-й Тружеников,16,700 000 000 ₽,https://www.cian.ru/sale/flat/286383661/,2021,283.0,-1,-1,11,14,Вторичка,Монолитный,4 совмещенных,"3,4 м",-1,y
6,"6-комн. апарт., 170 м², 3/4 этаж",Сдача корпуса 4 кв. 2023,Цветной бульвар,8 минут пешком,Москва,ЦАО,р-н Мещанский,Олимпийский проспект,вл10,85 000 000 ₽,https://www.cian.ru/sale/flat/289104606/,2023,170.0,-1,-1,3,4,Новостройка Апартаменты,Монолитный,-1,"3,1 м",Премиум,y
6,Пентхаус на Остоженке,"6-комн. кв., 330 м², 7/7 этаж",Парк Культуры,10 минут пешком,Москва,ЦАО,р-н Хамовники,улица Остоженка,5,180 000 000 ₽,https://www.cian.ru/sale/flat/287976308/,1914,330.0,150.0,50.0,7,7,Вторичка,Кирпичный,"3 совмещенных, 1 раздельный","3,2 м",-1,y
6,Пентхаус с видом на Москву-реку,"6-комн. кв., 250 м², 17/18 этаж",Стрешнево,3 минуты пешком,Москва,САО,р-н Войковский,5-й Войковский проезд,8К1,76 000 000 ₽,https://www.cian.ru/sale/flat/287613946/,2001,250.0,154.0,35.0,17,18,Вторичка Пентхаус,Монолитный,"1 совмещенный, 1 раздельный",-1,-1,y
6,Лучшая планировка для семьи,"6-комн. кв., 295 м², 12/24 этаж",Белорусская,8 минут пешком,Москва,САО,р-н Беговой,Верхняя улица,20к1,205 000 000 ₽,https://www.cian.ru/sale/flat/286540239/,2018,295.0,119.0,45.0,12,24,Вторичка,Кирпичный,1 раздельный,"3,05 м",-1,y
6,Лучшие ВИДЫ!!!,"6-комн. кв., 227 м², 20/24 этаж",ЦСКА,9 минут пешком,Москва,САО,р-н Хорошевский,улица Авиаконструктора Сухого,2к1,135 500 000 ₽,https://www.cian.ru/sale/flat/287393109/,2017,227.0,-1,78.0,20,24,Вторичка,Монолитный,3 совмещенных,"3,1 м",-1,y
