rooms,title,subtitle,subway,dist_to_subway,city,admin_okrug,district,street,home_number,price,link
6,"6-комн. апарт., 159 м², 13/25 этаж",,Трикотажная,4 минуты на транспорте,Москва,СЗАО,р-н Покровское-Стрешнево,Волоколамское шоссе,81/2с3,40 000 000 ₽,https://www.cian.ru/sale/flat/287359027/
6,"6-комн. кв., 362 м², 6/7 этаж",,Стрешнево,7 минут на транспорте,Москва,СЗАО,р-н Покровское-Стрешнево,Береговая улица,6,319 500 000 ₽,https://www.cian.ru/sale/flat/288146848/
6,"6-комн. кв., 318 м², 4/34 этаж",,Покровское-Стрешнево,6 минут на транспорте,Москва,СЗАО,р-н Щукино,77К1,,280 000 000 ₽,https://www.cian.ru/sale/flat/260513841/
6,"6-комн. кв., 464 м², 15/18 этаж",,Октябрьское поле,8 минут пешком,Москва,СЗАО,р-н Щукино,улица Расплетина,14,220 128 975 ₽,https://www.cian.ru/sale/flat/266094480/
6,"6-комн. кв., 560 м², 4/35 этаж",,Щукинская,14 минут пешком,Москва,СЗАО,р-н Щукино,Авиационная улица,79В,200 000 000 ₽,https://www.cian.ru/sale/flat/268344735/
6,"6-комн. кв., 160 м², 9/10 этаж",,Ольховая,6 минут на транспорте,Москва,НАО (Новомосковский),м. Ольховая,улица Николо-Хованская,24,31 000 000 ₽,https://www.cian.ru/sale/flat/274406501/
6,"6-комн. кв., 186,4 м², 3/3 этаж",,Остафьево,10 минут на транспорте,Москва,НАО (Новомосковский),м. Остафьево,д. Никульское,Петровская Слобода мкр,23 500 000 ₽,https://www.cian.ru/sale/flat/285705788/
6,"6-комн. кв., 714 м², 1/3 этаж",,Аэропорт Внуково,15 минут на транспорте,Москва,НАО (Новомосковский),Филимонковское поселение,улица Речная,5,585 000 000 ₽,https://www.cian.ru/sale/flat/288713348/
6,"6-комн. кв., 274 м², 9/9 этаж",,Прокшино,20 минут пешком,Москва,НАО (Новомосковский),м. Прокшино,улица Николо-Хованская,34,31 000 000 ₽,https://www.cian.ru/sale/flat/282523820/
6,"6-комн. апарт., 153 м², 1/16 этаж",,Бабушкинская,17 минут пешком,Москва,СВАО,р-н Бабушкинский,улица Коминтерна,14К2,20 000 000 ₽,https://www.cian.ru/sale/flat/286749069/
6,"6-комн. апарт., 135 м², 2/6 этаж",,Улица 1905 года,8 минут пешком,Москва,ЦАО,р-н Пресненский,улица Климашкина,22,29 800 000 ₽,https://www.cian.ru/sale/flat/287572594/
6,"4-комн. кв., 164 м², 2/8 этаж",,Ольховая,18 минут пешком,Москва,НАО (Новомосковский),м. Ольховая,д. Сосенки,улица Ясеневая,32 339 999 ₽,https://www.cian.ru/sale/flat/287122400/
6,"5-комн. кв., 170,6 м², 9/10 этаж",,Коммунарка,15 минут на транспорте,Москва,НАО (Новомосковский),м. Коммунарка,34,,23 500 000 ₽,https://www.cian.ru/sale/flat/279584331/
6,"4-комн. кв., 172 м², 9/9 этаж",,Бунинская аллея,10 минут пешком,Москва,ЮЗАО,р-н Южное Бутово,Южнобутовская улица,91,36 970 000 ₽,https://www.cian.ru/sale/flat/288561339/
6,"5-комн. кв., 112,5 м², 4/14 этаж",,Улица Скобелевская,7 минут пешком,Москва,ЮЗАО,р-н Южное Бутово,Веневская улица,19,24 000 000 ₽,https://www.cian.ru/sale/flat/283555537/
6,"4-комн. кв., 98 м², 6/22 этаж",,Говорово,15 минут пешком,Москва,ЗАО,р-н Солнцево,Волынская улица,3,18 190 000 ₽,https://www.cian.ru/sale/flat/281630104/
6,"5-комн. кв., 116 м², 2/7 этаж",,Дубровка,9 минут пешком,Москва,ЮВАО,р-н Южнопортовый,Новоостаповская улица,4К2,34 990 000 ₽,https://www.cian.ru/sale/flat/287569091/
6,"6-комн. кв., 299 м², 12/26 этаж",,Кунцевская,4 минуты пешком,Москва,ЗАО,р-н Можайский,Можайское шоссе,2,87 000 000 ₽,https://www.cian.ru/sale/flat/285653316/
6,"5-комн. кв., 112 м², 3/16 этаж",,Алма-Атинская,2 минуты пешком,Москва,ЮАО,р-н Братеево,Братеевская улица,18К5,31 500 000 ₽,https://www.cian.ru/sale/flat/288832043/
6,"4-комн. апарт., 165 м², 2/3 этаж",,,,Москва,ТАО (Троицкий),Троицк,17,,20 000 000 ₽,https://www.cian.ru/sale/flat/283233256/
6,Лучшая цена в районе!,"6-комн. кв., 156,6 м², 1/5 этаж",Волжская,15 минут пешком,Москва,ЮВАО,р-н Люблино,Кубанская улица,14С1,21 800 000 ₽,https://www.cian.ru/sale/flat/285144519/
6,"5-комн. кв., 357,5 м², 4/8 этаж",,Спортивная,6 минут пешком,Москва,ЦАО,р-н Хамовники,улица Ефремова,19к2,588 555 100 ₽,https://www.cian.ru/sale/flat/284434948/
6,"210 м2! 2 этажа. Потолки 3,5 м!","5-комн. кв., 210 м², 33/34 этаж",Новаторская,19 минут пешком,Москва,ЮЗАО,р-н Обручевский,Ленинский проспект,111к1,90 000 000 ₽,https://www.cian.ru/sale/flat/283704458/
6,"4-комн. кв., 98,3 м², 11/22 этаж",,Саларьево,15 минут пешком,Москва,НАО (Новомосковский),м. Саларьево,улица Родниковая,30к3,24 900 000 ₽,https://www.cian.ru/sale/flat/286029007/
6,"5-комн. кв., 205 м², 24/24 этаж",,Рабочий посёлок,13 минут пешком,Москва,ЗАО,р-н Можайский,Можайское шоссе,22к1,139 000 000 ₽,https://www.cian.ru/sale/flat/271491317/
6,"Своб. планировка, 251,9 м², 8/9 этаж",,Ольховая,12 минут пешком,Москва,НАО (Новомосковский),м. Ольховая,д. Сосенки,улица Ясеневая,27 500 000 ₽,https://www.cian.ru/sale/flat/282735648/
6,"4-комн. кв., 102,2 м², 2/8 этаж",,Ольховая,17 минут пешком,Москва,НАО (Новомосковский),м. Ольховая,д. Сосенки,улица Ясеневая,28 500 000 ₽,https://www.cian.ru/sale/flat/285705232/
6,"6-комн. апарт., 255 м², 3/9 этаж",,Цветной бульвар,7 минут пешком,Москва,ЦАО,р-н Тверской,Большой Каретный переулок,24с2,113 900 000 ₽,https://www.cian.ru/sale/flat/287388404/
6,"6-комн. кв., 171 м², 2/3 этаж",,Арбатская,3 минуты пешком,Москва,ЦАО,р-н Арбат,улица Арбат,4С1,77 390 000 ₽,https://www.cian.ru/sale/flat/279941064/
6,"6-комн. апарт., 210,08 м², 8/9 этаж",Сдача корпуса 4 кв. 2023,Октябрьская,1 минута пешком,Москва,ЦАО,р-н Якиманка,Ленинский проспект,2,346 632 000 ₽,https://www.cian.ru/sale/flat/288751015/
6,Уникальное предложение,"6-комн. кв., 278,2 м², 10/14 этаж",Киевская,11 минут пешком,Москва,ЦАО,р-н Хамовники,переулок 1-й Тружеников,16,556 400 000 ₽,https://www.cian.ru/sale/flat/275646824/
6,"6-комн. апарт., 375 м², 13/13 этаж",Сдан,Смоленская,8 минут пешком,Москва,ЦАО,р-н Арбат,улица Новый Арбат,,399 000 000 ₽,https://www.cian.ru/sale/flat/288673982/
6,Квартира для большой семьи!,"6-комн. кв., 257 м², 8/9 этаж",Киевская,12 минут пешком,Москва,ЦАО,р-н Хамовники,Саввинская набережная,13,310 000 000 ₽,https://www.cian.ru/sale/flat/287965870/
6,"6-комн. кв., 280,3 м², 2/9 этаж",Сдан,Киевская,13 минут пешком,Москва,ЦАО,р-н Хамовники,Саввинская набережная,13,424 805 000 ₽,https://www.cian.ru/sale/flat/288364869/
6,Вид на Старый Арбат,"6-комн. кв., 235,4 м², 4/8 этаж",Арбатская,5 минут пешком,Москва,ЦАО,р-н Арбат,Большой Афанасьевский переулок,32/9,130 000 000 ₽,https://www.cian.ru/sale/flat/288027629/
6,"6-комн. кв., 259,3 м², 4/6 этаж",Секция 2 • Сдача корпуса 2 кв. 2025,Чистые пруды,4 минуты пешком,Москва,ЦАО,р-н Басманный,Потаповский переулок,5С4,511 380 000 ₽,https://www.cian.ru/sale/flat/281686958/
6,Лучший видовой пентхаус! Терраса!,"6-комн. кв., 414,2 м², 16/16 этаж",Спортивная,6 минут пешком,Москва,ЦАО,р-н Хамовники,улица Усачева,13кА,530 000 000 ₽,https://www.cian.ru/sale/flat/281291042/
6,"6-комн. апарт., 415,8 м², 13/13 этаж",Сдан,Смоленская,8 минут пешком,Москва,ЦАО,р-н Арбат,улица Новый Арбат,,764 132 441 ₽,https://www.cian.ru/sale/flat/288673975/
6,"6-комн. кв., 412,3 м², 16/16 этаж",,Спортивная,7 минут пешком,Москва,ЦАО,р-н Хамовники,улица Усачева,13,530 000 000 ₽,https://www.cian.ru/sale/flat/283246345/
6,"6-комн. кв., 496,7 м², 1/6 этаж",Сдача корпуса 1 кв. 2026,Москва (Киевский вокзал),7 минут на транспорте,Москва,ЦАО,р-н Хамовники,1С1,,867 180 000 ₽,https://www.cian.ru/sale/flat/286944818/
6,Прекрасная квартира с камином,"6-комн. кв., 161,5 м², 4/6 этаж",Новослободская,9 минут пешком,Москва,ЦАО,р-н Тверской,Краснопролетарская улица,8С1,67 000 000 ₽,https://www.cian.ru/sale/flat/286010167/
6,"6-комн. апарт., 340,9 м², 2/6 этаж",Сдача корпуса 4 кв. 2024,Спортивная,12 минут пешком,Москва,ЦАО,р-н Хамовники,Саввинская набережная,27,631 951 912 ₽,https://www.cian.ru/sale/flat/284916279/
6,"6-комн. кв., 594 м², 12/12 этаж",,Фрунзенская,7 минут пешком,Москва,ЦАО,р-н Хамовники,Трубецкая улица,10,1 500 000 000 ₽,https://www.cian.ru/sale/flat/287192652/
6,"6-комн. кв., 283,3 м², 5/6 этаж",Секция 1 • Сдача корпуса 2 кв. 2025,Чистые пруды,4 минуты пешком,Москва,ЦАО,р-н Басманный,Потаповский переулок,5С4,645 890 000 ₽,https://www.cian.ru/sale/flat/281686974/
6,"6-комн. кв., 228 м², 6/12 этаж",,Москва (Киевский вокзал),7 минут на транспорте,Москва,ЦАО,р-н Хамовники,13,,296 400 000 ₽,https://www.cian.ru/sale/flat/287766412/
6,"6-комн. кв., 281,7 м², 6/6 этаж",Секция 1 • Сдача корпуса 2 кв. 2025,Чистые пруды,4 минуты пешком,Москва,ЦАО,р-н Басманный,Потаповский переулок,5С4,799 530 000 ₽,https://www.cian.ru/sale/flat/281686969/
6,"6-комн. кв., 298,93 м², 4/12 этаж",,Фрунзенская,7 минут пешком,Москва,ЦАО,р-н Хамовники,Трубецкая улица,10,773 529 560 ₽,https://www.cian.ru/sale/flat/285032815/
6,"6-комн. кв., 372,6 м², 6/6 этаж",Секция 1 • Сдача корпуса 2 кв. 2025,Чистые пруды,4 минуты пешком,Москва,ЦАО,р-н Басманный,Потаповский переулок,5С4,1 205 140 000 ₽,https://www.cian.ru/sale/flat/281686972/
6,"6-комн. кв., 490,7 м², 5/7 этаж",,Фрунзенская,13 минут пешком,Москва,ЦАО,р-н Хамовники,улица Ефремова,19к3,1 008 951 600 ₽,https://www.cian.ru/sale/flat/288800294/
6,"6-комн. кв., 387,4 м², 6/6 этаж",Секция 2 • Сдача корпуса 2 кв. 2025,Чистые пруды,4 минуты пешком,Москва,ЦАО,р-н Басманный,Потаповский переулок,5С4,1 308 920 000 ₽,https://www.cian.ru/sale/flat/281686970/
6,"6-комн. кв., 400 м², 19/21 этаж",,Беговая,6 минут на транспорте,Москва,ЦАО,р-н Пресненский,2-я Звенигородская улица,12С19,385 000 000 ₽,https://www.cian.ru/sale/flat/284611049/
6,"6-комн. апарт., 171,82 м², 8/9 этаж",Сдача корпуса 4 кв. 2023,Октябрьская,1 минута пешком,Москва,ЦАО,р-н Якиманка,Ленинский проспект,2,274 912 000 ₽,https://www.cian.ru/sale/flat/288751014/
6,Пентхаус с террасой! Потолки 3.8м,"6-комн. кв., 206,2 м², 16/16 этаж",Спортивная,6 минут пешком,Москва,ЦАО,р-н Хамовники,улица Усачева,13кА,264 000 000 ₽,https://www.cian.ru/sale/flat/283640480/
6,"6-комн. апарт., 233,8 м², 2/4 этаж",Сдача корпуса 4 кв. 2023,Цветной бульвар,8 минут пешком,Москва,ЦАО,р-н Мещанский,Олимпийский проспект,вл10,123 914 000 ₽,https://www.cian.ru/sale/flat/287966021/
6,Бродский. 6 комнат. Виды на реку,"6-комн. кв., 283 м², 11/14 этаж",Киевская,11 минут пешком,Москва,ЦАО,р-н Хамовники,переулок 1-й Тружеников,16,700 000 000 ₽,https://www.cian.ru/sale/flat/286383661/
6,"6-комн. апарт., 170 м², 3/4 этаж",Сдача корпуса 4 кв. 2023,Цветной бульвар,8 минут пешком,Москва,ЦАО,р-н Мещанский,Олимпийский проспект,вл10,85 000 000 ₽,https://www.cian.ru/sale/flat/289104606/
6,Пентхаус на Остоженке,"6-комн. кв., 330 м², 7/7 этаж",Парк Культуры,10 минут пешком,Москва,ЦАО,р-н Хамовники,улица Остоженка,5,180 000 000 ₽,https://www.cian.ru/sale/flat/287976308/
6,Пентхаус с видом на Москву-реку,"6-комн. кв., 250 м², 17/18 этаж",Стрешнево,3 минуты пешком,Москва,САО,р-н Войковский,5-й Войковский проезд,8К1,76 000 000 ₽,https://www.cian.ru/sale/flat/287613946/
6,Лучшая планировка для семьи,"6-комн. кв., 295 м², 12/24 этаж",Белорусская,8 минут пешком,Москва,САО,р-н Беговой,Верхняя улица,20к1,205 000 000 ₽,https://www.cian.ru/sale/flat/286540239/
6,Лучшие ВИДЫ!!!,"6-комн. кв., 227 м², 20/24 этаж",ЦСКА,9 минут пешком,Москва,САО,р-н Хорошевский,улица Авиаконструктора Сухого,2к1,135 500 000 ₽,https://www.cian.ru/sale/flat/287393109/
6,Уникальная квартира с ТЕРРАСОЙ!,"6-комн. кв., 227 м², 17/17 этаж",Речной вокзал,6 минут пешком,Москва,САО,р-н Головинский,Флотская улица,2,65 000 000 ₽,https://www.cian.ru/sale/flat/286926859/
6,"6-комн. кв., 600 м², 1/2 этаж",,Панфиловская,3 минуты на транспорте,Москва,САО,р-н Сокол,улица Верещагина,24/12,521 291 660 ₽,https://www.cian.ru/sale/flat/284802507/
6,Лучшая квартира на Беговой!,"6-комн. кв., 260 м², 43/43 этаж",Беговая,3 минуты пешком,Москва,САО,р-н Хорошевский,Хорошевское шоссе,16к1,75 000 000 ₽,https://www.cian.ru/sale/flat/275361651/
6,"6-комн. кв., 455,6 м², 14/15 этаж",,Аэропорт,6 минут пешком,Москва,САО,р-н Аэропорт,Ленинградский проспект,52,134 900 000 ₽,https://www.cian.ru/sale/flat/278930953/
6,"6-комн. кв., 295 м², 12/24 этаж",,Белорусская,8 минут пешком,Москва,САО,р-н Беговой,Верхняя улица,20к1,205 000 000 ₽,https://www.cian.ru/sale/flat/286945125/
6,Лучшая квартира на Белорусской!,"6-комн. кв., 295 м², 12/27 этаж",Белорусская,8 минут пешком,Москва,САО,р-н Беговой,Верхняя улица,20к1,205 000 000 ₽,https://www.cian.ru/sale/flat/288910634/
6,"6-комн. кв., 433,2 м², 10/12 этаж",,Водный стадион,14 минут пешком,Москва,САО,р-н Войковский,Ленинградское шоссе,37к1,147 770 000 ₽,https://www.cian.ru/sale/flat/281955352/
6,"6-комн. кв., 241,9 м², 35/42 этаж",,Аэропорт,13 минут пешком,Москва,САО,р-н Хорошевский,Ленинградский проспект,37/3,220 000 000 ₽,https://www.cian.ru/sale/flat/288578924/
6,"6-комн. кв., 164 м², 2/32 этаж",,Гражданская,5 минут пешком,Москва,САО,р-н Аэропорт,Кочновский проезд,4к2,80 000 000 ₽,https://www.cian.ru/sale/flat/289174822/
6,"6-комн. апарт., 310 м², 20/20 этаж",,Савёловская,15 минут пешком,Москва,САО,р-н Беговой,Бумажный проезд,4,258 000 000 ₽,https://www.cian.ru/sale/flat/275361956/
6,"6-комн. кв., 330 м², 2/11 этаж",,Водный стадион,14 минут пешком,Москва,САО,р-н Войковский,Ленинградское шоссе,37к1,228 733 250 ₽,https://www.cian.ru/sale/flat/285227823/
6,"6-комн. кв., 233 м², 15/37 этаж",,Аэропорт,10 минут пешком,Москва,САО,р-н Хорошевский,Чапаевский переулок,3,440 000 000 ₽,https://www.cian.ru/sale/flat/280413773/
6,"6-комн. кв., 168 м², 7/8 этаж",,Белорусская,7 минут пешком,Москва,САО,р-н Беговой,Ленинградский проспект,14К5,54 000 000 ₽,https://www.cian.ru/sale/flat/270415830/
6,"6-комн. кв., 198,5 м², 7/16 этаж",,Аэропорт,15 минут пешком,Москва,САО,р-н Хорошевский,улица Авиаконструктора Микояна,14к2,85 000 000 ₽,https://www.cian.ru/sale/flat/283026857/
6,"6-комн. кв., 310 м², 2/12 этаж",,Водный стадион,14 минут пешком,Москва,САО,р-н Войковский,Ленинградское шоссе,37к1,228 733 250 ₽,https://www.cian.ru/sale/flat/285041619/
6,"6-комн. кв., 360 м², 14/15 этаж",,Аэропорт,6 минут пешком,Москва,САО,р-н Аэропорт,Ленинградский проспект,52,83 000 000 ₽,https://www.cian.ru/sale/flat/274210024/
6,"6-комн. кв., 460 м², 14/15 этаж",,Аэропорт,7 минут пешком,Москва,САО,р-н Аэропорт,Ленинградский проспект,52,170 000 000 ₽,https://www.cian.ru/sale/flat/228908682/
6,"6-комн. кв., 330 м², 2/12 этаж",,Водный стадион,15 минут пешком,Москва,САО,р-н Войковский,Ленинградское шоссе,37к1,228 733 000 ₽,https://www.cian.ru/sale/flat/276171934/
6,"6-комн. кв., 260 м², 9/10 этаж",,Зорге,4 минуты пешком,Москва,САО,р-н Хорошевский,улица Куусинена,21А,93 300 000 ₽,https://www.cian.ru/sale/flat/269999951/
6,"6-комн. кв., 232 м², 21/57 этаж",,Сокол,2 минуты на транспорте,Москва,САО,р-н Хорошевский,Чапаевский переулок,3,245 000 000 ₽,https://www.cian.ru/sale/flat/283211177/
6,"6-комн. кв., 139,2 м², 12/37 этаж",,Беговая,3 минуты пешком,Москва,САО,р-н Хорошевский,Хорошевское шоссе,12к1,44 990 000 ₽,https://www.cian.ru/sale/flat/287086893/
6,"6-комн. кв., 300 м², 11/18 этаж",,Войковская,9 минут на транспорте,Москва,САО,р-н Коптево,Большая Академическая улица,67,90 000 000 ₽,https://www.cian.ru/sale/flat/228825609/
6,"6-комн. кв., 560 м², 3/3 этаж",,Сокол,12 минут пешком,Москва,САО,р-н Сокол,улица Сурикова,12,450 000 000 ₽,https://www.cian.ru/sale/flat/285633387/
6,"6-комн. кв., 460 м², 14/14 этаж",,Аэропорт,7 минут пешком,Москва,САО,р-н Аэропорт,Ленинградский проспект,52,133 000 000 ₽,https://www.cian.ru/sale/flat/264682179/
6,"6-комн. кв., 295 м², 12/24 этаж",,Белорусская,8 минут пешком,Москва,САО,р-н Беговой,Верхняя улица,20к1,205 000 000 ₽,https://www.cian.ru/sale/flat/287584097/
6,"6-комн. апарт., 147,38 м², 2/20 этаж",Сдача корпуса 4 кв. 2023,Новодачная,6 минут пешком,Москва,СВАО,р-н Северный,ФизтехСити ЖК,,35 371 200 ₽,https://www.cian.ru/sale/flat/288102190/
6,"6-комн. кв., 181,7 м², 15/15 этаж",,Алексеевская,11 минут пешком,Москва,СВАО,р-н Алексеевский,Новоалексеевская улица,16к3,95 000 000 ₽,https://www.cian.ru/sale/flat/283848935/
6,"6-комн. кв., 276 м², 47/48 этаж",,Улица Сергея Эйзенштейна,12 минут пешком,Москва,СВАО,р-н Ростокино,улица Вильгельма Пика,3,166 000 000 ₽,https://www.cian.ru/sale/flat/288414644/
6,"6-комн. кв., 260 м², 25/37 этаж",,Ростокино,11 минут пешком,Москва,СВАО,р-н Ростокино,проспект Мира,188Бк4,127 000 000 ₽,https://www.cian.ru/sale/flat/286815755/
6,"6-комн. кв., 196 м², 6/16 этаж",,Бабушкинская,14 минут пешком,Москва,СВАО,р-н Лосиноостровский,Янтарный проезд,9,64 500 000 ₽,https://www.cian.ru/sale/flat/286249341/
6,"6-комн. кв., 151 м², 22/22 этаж",,Медведково,8 минут пешком,Москва,СВАО,р-н Северное Медведково,улица Тихомирова,19к1,35 000 000 ₽,https://www.cian.ru/sale/flat/288552427/
6,"6-комн. апарт., 153 м², 1/16 этаж",,Бабушкинская,17 минут пешком,Москва,СВАО,р-н Бабушкинский,улица Коминтерна,14К2,20 000 000 ₽,https://www.cian.ru/sale/flat/286749069/
6,"6-комн. кв., 132,2 м², 46/46 этаж",,Дмитровская,14 минут пешком,Москва,СВАО,р-н Бутырский,Новодмитровская улица,2к7,47 500 000 ₽,https://www.cian.ru/sale/flat/272421203/
6,"6-комн. кв., 380 м², 3/3 этаж",,Алтуфьево,7 минут на транспорте,Москва,СВАО,р-н Лианозово,улица Шмидта,2-4С1,120 000 000 ₽,https://www.cian.ru/sale/flat/228909090/
6,"6-комн. кв., 310 м², 3/3 этаж",,Алтуфьево,7 минут на транспорте,Москва,СВАО,р-н Лианозово,улица Молокова,25,168 158 600 ₽,https://www.cian.ru/sale/flat/281105573/
6,"6-комн. кв., 370 м², 12/20 этаж",,ВДНХ,17 минут пешком,Москва,СВАО,р-н Останкинский,улица Академика Королева,10,150 000 000 ₽,https://www.cian.ru/sale/flat/274163891/
6,"6-комн. кв., 200 м², 33/35 этаж",,Алексеевская,12 минут пешком,Москва,СВАО,р-н Останкинский,улица Годовикова,11к2,89 000 000 ₽,https://www.cian.ru/sale/flat/288377730/
6,"6-комн. кв., 276 м², 11/19 этаж",,Достоевская,5 минут пешком,Москва,СВАО,р-н Марьина роща,Октябрьский переулок,5,110 000 000 ₽,https://www.cian.ru/sale/flat/278269753/
6,"6-комн. кв., 277 м², 11/18 этаж",,Достоевская,8 минут пешком,Москва,СВАО,р-н Марьина роща,Октябрьский переулок,5,112 000 000 ₽,https://www.cian.ru/sale/flat/284882591/
6,"6-комн. кв., 153 м², 1/12 этаж",,Новослободская,11 минут пешком,Москва,СВАО,р-н Марьина роща,Новосущевская улица,21,115 000 000 ₽,https://www.cian.ru/sale/flat/278002588/
6,"6-комн. кв., 320 м², 3/20 этаж",,Менделеевская,18 минут пешком,Москва,СВАО,р-н Марьина роща,Октябрьский переулок,5,150 000 000 ₽,https://www.cian.ru/sale/flat/288316167/
6,"6-комн. кв., 165 м², 7/25 этаж",,Отрадное,20 минут пешком,Москва,СВАО,р-н Отрадное,улица Римского-Корсакова,11к7,56 000 000 ₽,https://www.cian.ru/sale/flat/287556591/
6,"6-комн. кв., 195,4 м², 6/16 этаж",,Бабушкинская,11 минут пешком,Москва,СВАО,р-н Лосиноостровский,Янтарный проезд,9,64 500 000 ₽,https://www.cian.ru/sale/flat/150959906/
