rooms,title,subtitle,subway,dist_to_subway,city,admin_okrug,district,street,home_number,price,link,year_of_construction,total_meters,living_meters,kitchen_meters,floor,floors_count,flat_type,house_type,wc,ceiling,class,processed
3,Самый доступный бизнес-класс!,Сдача корпуса 1 кв. 2024,Тушинская,18 минут пешком,Москва,СЗАО,р-н Покровское-Стрешнево,проезд Проектируемый № 3959,,19 098 216 ₽,https://www.cian.ru/sale/flat/287250714/,2024,85.0,33.0,24.0,7,24,Новостройка Апартаменты,Монолитный,2 совмещенных,3 м,Бизнес,y
3,Вид на воду | 2 спальни,"3-комн. апарт., 88,6 м², 34/42 этаж",Шелепиха,12 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,Шелепихинская набережная,34к1,50 990 000 ₽,https://www.cian.ru/sale/flat/268574588/,2018,88.0,-1,-1,34,42,Вторичка Апартаменты,Монолитный,1 совмещенный,-1,-1,y
3,"3-комн. апарт., 46,1 м², 4/22 этаж",Секция 2 • Сдан,Спартак,5 минут пешком,Москва,СЗАО,р-н Покровское-Стрешнево,Волоколамское шоссе,71/22к3,12 598 072 ₽,https://www.cian.ru/sale/flat/285511040/,2022,46.0,36.0,3.0,4,22,Новостройка Апартаменты,Монолитно-кирпичный,-1,"2,87 м",Комфорт,y
3,Видовая на реку и закаты,"3-комн. кв., 85 м², 17/36 этаж",Шелепиха,11 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,Шелепихинская набережная,34к3зд6,55 500 000 ₽,https://www.cian.ru/sale/flat/289014864/,2020,85.0,49.0,15.0,17,36,Вторичка,Монолитный,"1 совмещенный, 1 раздельный",3 м,-1,y
3,"3-комн. кв., 82,1 м², 10/46 этаж",Сдача корпуса 2 кв. 2023,Карамышевская,2 минуты на транспорте,Москва,СЗАО,р-н Хорошево-Мневники,улица Генерала Глаголева,16с1,27 093 000 ₽,https://www.cian.ru/sale/flat/288126394/,2023,82.0,37.0,14.0,10,46,Новостройка,Монолитный,"1 совмещенный, 1 раздельный","3,1 м",Бизнес,y
3,"3-комн. кв., 99 м², 2/19 этаж",,Шелепиха,19 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,Шелепихинская набережная,34к2зд2,59 000 000 ₽,https://www.cian.ru/sale/flat/288895889/,2018,99.0,-1,-1,2,19,Вторичка,-1,1 совмещенный,"3,05 м",-1,y
3,"3-комн. кв., 61,3 м², 2/21 этаж",Сдан,Октябрьское поле,18 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,3-я Хорошевская улица,вл19с3к2,22 509 360 ₽,https://www.cian.ru/sale/flat/288828077/,2023,61.0,41.0,6.0,2,21,Новостройка,Монолитный,1 совмещенный,"3,1 м",Бизнес,y
3,"3-комн. кв., 64 м², 3/12 этаж",,Строгино,9 минут пешком,Москва,СЗАО,р-н Строгино,Неманский проезд,11,17 900 000 ₽,https://www.cian.ru/sale/flat/287957692/,1979,64.0,44.0,7.0,3,12,Вторичка,Монолитный,1 раздельный,"2,65 м",-1,y
3,"3-комн. апарт., 74,4 м², 4/21 этаж",Секция 1 • Сдан,Народное Ополчение,11 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,улица Народного Ополчения,13,19 790 400 ₽,https://www.cian.ru/sale/flat/276754506/,2022,74.0,48.0,10.0,4,21,Новостройка Апартаменты,Монолитный,1 совмещенный,3 м,-1,y
3,Семейная квартира,"3-комн. кв., 130 м², 14/32 этаж",Щукинская,12 минут пешком,Москва,СЗАО,р-н Щукино,Авиационная улица,77,47 000 000 ₽,https://www.cian.ru/sale/flat/287070266/,2008,130.0,50.0,18.0,14,32,Вторичка,Кирпичный,2 совмещенных,-1,-1,y
3,"3-комн. кв., 83,3 м², 8/19 этаж",Секция 1 • Сдача корпуса 1 кв. 2024,Октябрьское поле,13 минут пешком,Москва,СЗАО,р-н Щукино,улица Расплетина,,30 821 000 ₽,https://www.cian.ru/sale/flat/267884580/,2024,83.0,50.0,11.0,8,19,Новостройка,Монолитный,"1 совмещенный, 1 раздельный","3,3 м",Премиум,y
3,"3-комн. кв., 152,4 м², 4/6 этаж",,Карамышевская,3 минуты на транспорте,Москва,СЗАО,р-н Хорошево-Мневники,улица Маршала Тухачевского,58К3,43 500 000 ₽,https://www.cian.ru/sale/flat/286370879/,2001,152.0,-1,23.0,4,6,Вторичка,Монолитно-кирпичный,2 совмещенных,-1,-1,y
3,"3-комн. кв., 56,51 м², 2/48 этаж",Сдача корпуса 4 кв. 2026,Трикотажная,8 минут пешком,Москва,СЗАО,р-н Покровское-Стрешнево,Волоколамское шоссе,95с24,15 266 772 ₽,https://www.cian.ru/sale/flat/288840370/,2026,56.0,31.0,-1,2,48,Новостройка,Монолитный,-1,"2,85 м",Бизнес,y
3,"3-комн. апарт., 69,9 м², 30/34 этаж",,Шелепиха,15 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,Шелепихинская набережная,34,31 000 000 ₽,https://www.cian.ru/sale/flat/283961625/,-1,69.0,47.0,17.0,30,34,Вторичка Апартаменты,Монолитный,2 совмещенных,-1,-1,y
3,"Семейная ипотека 0,01%",Сдача корпуса 4 кв. 2023,Шелепиха,9 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,Причальный проезд,10А,27 106 476 ₽,https://www.cian.ru/sale/flat/288339725/,2023,67.0,26.0,29.0,2,32,Новостройка,Монолитный,2 совмещенных,"2,95 м",-1,y
3,Виды на реку,"3-комн. кв., 99,5 м², 7/19 этаж",Шелепиха,19 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,Шелепихинская набережная,34к2,63 000 000 ₽,https://www.cian.ru/sale/flat/286619115/,2018,99.0,67.0,17.0,7,19,Вторичка,Монолитный,"1 совмещенный, 1 раздельный",-1,-1,y
3,"Семейная ипотека 0,01%",Секция 1 • Сдача корпуса 4 кв. 2023,Шелепиха,9 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,Причальный проезд,10Б,28 851 796 ₽,https://www.cian.ru/sale/flat/284889628/,2023,69.0,49.0,4.0,2,33,Новостройка,"Монолитно-кирпичный, монолитный",2 совмещенных,"2,95 м",Бизнес,y
3,с ремонтом! Вид на Москва-реку!,"3-комн. кв., 52 м², 36/52 этаж",Народное Ополчение,9 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,улица Народного Ополчения,15К1,27 500 000 ₽,https://www.cian.ru/sale/flat/286729127/,2022,52.0,-1,15.0,36,52,Вторичка,Монолитный,1 совмещенный,"3,1 м",-1,y
3,Отделка и кухня. Скидки до 12%,Секция 5 • Сдача корпуса 2 кв. 2025,Румянцево,7 минут на транспорте,Москва,НАО (Новомосковский),м. Румянцево,№ 3 кв-л,,10 445 679 ₽,https://www.cian.ru/sale/flat/279103175/,2025,59.0,39.0,5.0,2,15,Новостройка Апартаменты,Монолитно-кирпичный,-1,"2,82 м",Комфорт,y
3,КЛАДОВКА на этаже (входит в цену),"3-комн. кв., 82 м², 22/25 этаж",Филатов Луг,10 минут на транспорте,Москва,НАО (Новомосковский),м. Филатов Луг,улица Москвитина,9к2,18 700 000 ₽,https://www.cian.ru/sale/flat/286712326/,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,n
3,"3-комн. кв., 77,9 м², 13/15 этаж",Секция 5 • Сдан,Улица Скобелевская,5 минут на транспорте,Москва,НАО (Новомосковский),м. Улица Скобелевская,Скандинавия ЖК,улица Эдварда Грига,17 031 631 ₽,https://www.cian.ru/sale/flat/273050418/,2022,77.0,40.0,13.0,13,15,Новостройка,"Монолитно-кирпичный, монолитный",2 совмещенных,"2,99 м",Комфорт,y
3,Квартира с дизайнерским ремонтом,"3-комн. кв., 69,5 м², 15/15 этаж",Ольховая,9 минут на транспорте,Москва,НАО (Новомосковский),м. Ольховая,проспект Магеллана,3,17 450 000 ₽,https://www.cian.ru/sale/flat/287257857/,2021,69.0,-1,15.0,15,15,Вторичка,Монолитный,"1 совмещенный, 1 раздельный","2,9 м",-1,y
3,"3-комн. кв., 72,1 м², 16/16 этаж",Секция 5 • Сдан,Бульвар Адмирала Ушакова,6 минут на транспорте,Москва,НАО (Новомосковский),м. Бульвар Адмирала Ушакова,Скандинавия ЖК,улица Эдварда Грига,17 288 018 ₽,https://www.cian.ru/sale/flat/282405966/,2023,72.0,36.0,13.0,16,16,Новостройка,"Монолитно-кирпичный, монолитный",2 совмещенных,"2,99 м",Комфорт,y
3,"3-комн. кв., 57,2 м², 11/12 этаж",,Саларьево,9 минут на транспорте,Москва,НАО (Новомосковский),м. Саларьево,улица Харлампиева,48к1,11 290 000 ₽,https://www.cian.ru/sale/flat/283210766/,2020,57.0,-1,18.0,11,12,Вторичка,Монолитный,1 совмещенный,"2,8 м",-1,y
3,"3-комн. кв., 60,8 м², 13/15 этаж",Секция 1 • Сдача корпуса 1 кв. 2024,Прокшино,14 минут пешком,Москва,НАО (Новомосковский),м. Прокшино,Прокшино ЖК,8к5,13 823 544 ₽,https://www.cian.ru/sale/flat/273053359/,2024,60.0,24.0,18.0,13,15,Новостройка,"Монолитно-кирпичный, монолитный",2 совмещенных,"2,99 м",Бизнес,y
3,Райское местечко,"3-комн. кв., 92,7 м², 2/3 этаж",Ольховая,21 минута на транспорте,Москва,НАО (Новомосковский),м. Ольховая,Андерсен ЖК,улица Андерсена,13 700 000 ₽,https://www.cian.ru/sale/flat/286570180/,2016,92.0,-1,-1,2,3,Вторичка,Кирпичный,1 раздельный,-1,-1,y
3,"3-комн. кв., 73,2 м², 2/9 этаж",Сдан,Филатов Луг,5 минут на транспорте,Москва,НАО (Новомосковский),м. Филатов Луг,бульвар Веласкеса,6,17 791 103 ₽,https://www.cian.ru/sale/flat/284282743/,2019,73.0,42.0,9.0,2,9,Новостройка,"Монолитно-кирпичный, монолитный",2 совмещенных,3 м,Комфорт,y
3,"3-комн. кв., 89 м², 6/10 этаж",,Коммунарка,7 минут на транспорте,Москва,НАО (Новомосковский),м. Коммунарка,улица Николо-Хованская,16к1,20 000 000 ₽,https://www.cian.ru/sale/flat/289078010/,2015,89.0,-1,17.0,6,10,Вторичка,Панельный,2 раздельных,"2,9 м",-1,y
3,"3-комн. кв., 60,2 м², 9/18 этаж",Секция 1 • Сдача корпуса 1 кв. 2025,Улица Горчакова,5 минут на транспорте,Москва,НАО (Новомосковский),м. Улица Горчакова,Дзен-кварталы ЖК,,11 919 007 ₽,https://www.cian.ru/sale/flat/280244855/,2025,60.0,23.0,20.0,9,18,Новостройка,Монолитный,2 совмещенных,"2,87 м",-1,y
3,Выгодная цена,"3-комн. кв., 78,3 м², 9/12 этаж",Бунинская аллея,15 минут на транспорте,Москва,НАО (Новомосковский),м. Бунинская аллея,улица 3-я Нововатутинская,7,12 800 000 ₽,https://www.cian.ru/sale/flat/286631236/,2013,78.0,45.0,10.0,9,12,Вторичка,Панельный,1 раздельный,"2,7 м",-1,y
3,"3-комн. кв., 93,8 м², 8/9 этаж",Секция 1 • Сдача корпуса 1 кв. 2025,Рассказовка,2 минуты на транспорте,Москва,НАО (Новомосковский),м. Рассказовка,Переделкино Ближнее мкр,17-й кв-л,18 031 225 ₽,https://www.cian.ru/sale/flat/285438373/,2025,93.0,42.0,-1,8,9,Новостройка,"Панельный, монолитный",-1,-1,Комфорт,y
3,"3-комн. кв., 68,9 м², 9/12 этаж",,Филатов Луг,9 минут на транспорте,Москва,НАО (Новомосковский),м. Филатов Луг,улица Харлампиева,48к1,11 900 000 ₽,https://www.cian.ru/sale/flat/288126594/,2020,68.0,-1,14.0,9,12,Вторичка,Монолитный,1 совмещенный,"2,8 м",-1,y
3,"3-комн. кв., 80,5 м², 2/21 этаж",Секция 2 • Сдача корпуса 2 кв. 2024,Рассказовка,7 минут на транспорте,Москва,НАО (Новомосковский),м. Рассказовка,Первый Московский мкр,Первый Московский ЖК,16 444 550 ₽,https://www.cian.ru/sale/flat/286769845/,2024,80.0,46.0,-1,2,21,Новостройка,"Панельный, монолитный",-1,3 м,Комфорт,y
3,Выгодная цена,"3-комн. кв., 95 м², 3/17 этаж",Рассказовка,3 минуты на транспорте,Москва,НАО (Новомосковский),м. Рассказовка,мкр. Юго-Западный,3-й мкр,19 000 000 ₽,https://www.cian.ru/sale/flat/287363296/,2012,95.0,-1,-1,3,17,Вторичка,Кирпичный,1 совмещенный,-1,-1,y
3,"3-комн. кв., 61,3 м², 13/17 этаж",Секция 5 • Сдача корпуса 4 кв. 2024,Бунинская аллея,5 минут на транспорте,Москва,НАО (Новомосковский),м. Бунинская аллея,Бунинские Кварталы ЖК,к1.3,13 270 461 ₽,https://www.cian.ru/sale/flat/277903341/,2024,61.0,24.0,18.0,13,17,Новостройка,Монолитный,2 совмещенных,"2,99 м",-1,y
3,ЖК Скандинавия! Отличный вариант!,"3-комн. кв., 87,2 м², 6/12 этаж",Коммунарка,8 минут на транспорте,Москва,НАО (Новомосковский),м. Коммунарка,бульвар Скандинавский,,20 499 000 ₽,https://www.cian.ru/sale/flat/288002814/,-1,87.0,56.0,11.0,6,12,Вторичка,Монолитно-кирпичный,"1 совмещенный, 1 раздельный",3 м,-1,y
3,"3-комн. кв., 72,9 м², 9/9 этаж",Секция 3 • Сдача корпуса 1 кв. 2024,Ольховая,14 минут на транспорте,Москва,НАО (Новомосковский),м. Ольховая,Новые Ватутинки центральный мкр,к9/1.1,16 374 506 ₽,https://www.cian.ru/sale/flat/281632671/,2024,72.0,52.0,-1,9,9,Новостройка,"Панельный, монолитный",-1,"2,7 м",Комфорт,y
3,Паркет и премиум окна,"3-комн. кв., 85 м², 17/18 этаж",Рассказовка,19 минут пешком,Москва,НАО (Новомосковский),м. Рассказовка,улица Бориса Пастернака,31к1,19 700 000 ₽,https://www.cian.ru/sale/flat/284750168/,2017,85.0,51.0,13.0,17,18,Вторичка,Панельный,1 раздельный,"2,75 м",-1,y
3,"3-комн. кв., 77,8 м², 2/9 этаж",Сдача корпуса 1 кв. 2025,Ольховая,11 минут на транспорте,Москва,НАО (Новомосковский),м. Ольховая,Новые Ватутинки Заречный мкр,,12 914 800 ₽,https://www.cian.ru/sale/flat/281502962/,2025,77.0,56.0,-1,2,9,Новостройка,Монолитный,-1,"2,7 м",Комфорт,y
3,"3-комн. кв., 67,1 м², 2/4 этаж",,Филатов Луг,14 минут на транспорте,Москва,НАО (Новомосковский),м. Филатов Луг,улица Жемчужная,1к9,8 500 000 ₽,https://www.cian.ru/sale/flat/279096776/,2021,67.0,41.0,9.0,2,4,Вторичка,-1,1 раздельный,-1,-1,y
3,"3-комн. кв., 66,1 м², 10/14 этаж",Секция 4 • Сдан,Ольховая,9 минут на транспорте,Москва,НАО (Новомосковский),м. Ольховая,улица Гренадерская,9к1,13 353 600 ₽,https://www.cian.ru/sale/flat/288832046/,2022,66.0,52.0,-1,10,14,Новостройка,"Панельный, монолитный",-1,"2,8 м",Комфорт,y
3,Скандинавский комфорт у воды!,"3-комн. кв., 81,4 м², 12/17 этаж",Рассказовка,15 минут пешком,Москва,НАО (Новомосковский),м. Рассказовка,улица Бориса Пастернака,33к1,18 970 000 ₽,https://www.cian.ru/sale/flat/288550250/,2017,81.0,54.0,10.0,12,17,Вторичка,Панельный,1 раздельный,"2,75 м",-1,y
3,"3-комн. кв., 61,3 м², 11/19 этаж",Секция 2 • Сдача корпуса 4 кв. 2024,Бунинская аллея,5 минут на транспорте,Москва,НАО (Новомосковский),м. Бунинская аллея,Бунинские Кварталы ЖК,к2.4,13 298 974 ₽,https://www.cian.ru/sale/flat/279343117/,2024,61.0,25.0,18.0,11,19,Новостройка,Монолитный,"1 совмещенный, 1 раздельный","2,99 м",-1,y
3,"3-комн. кв., 104 м², 11/12 этаж",,Бунинская аллея,9 минут на транспорте,Москва,НАО (Новомосковский),м. Бунинская аллея,проспект Куприна,36к1,21 900 000 ₽,https://www.cian.ru/sale/flat/289034517/,2021,104.0,42.0,27.0,11,12,Вторичка,Монолитный,"2 совмещенных, 1 раздельный","2,8 м",-1,y
3,"3-комн. кв., 75,2 м², 16/22 этаж",Секция 2 • Сдача корпуса 2 кв. 2024,Рассказовка,7 минут на транспорте,Москва,НАО (Новомосковский),м. Рассказовка,Первый Московский мкр,Первый Московский ЖК,13 164 579 ₽,https://www.cian.ru/sale/flat/285444450/,2024,75.0,46.0,-1,16,22,Новостройка,"Панельный, монолитный",-1,3 м,Комфорт,y
3,"3-комн. кв., 60 м², 4/17 этаж",,Филатов Луг,20 минут пешком,Москва,НАО (Новомосковский),м. Филатов Луг,улица Никитина,11к7,15 500 000 ₽,https://www.cian.ru/sale/flat/285486895/,2021,60.0,44.0,11.0,4,17,Вторичка,-1,2 совмещенных,"2,7 м",-1,y
3,"3-комн. апарт., 88,49 м², 2/5 этаж",Сдача корпуса 4 кв. 2024,Площадь Революции,2 минуты пешком,Москва,ЦАО,р-н Тверской,Ильинка 3/8 ЖК,,172 800 000 ₽,https://www.cian.ru/sale/flat/281896679/,2024,88.0,56.0,-1,2,5,Новостройка Апартаменты,"Монолитно-кирпичный, монолитный",-1,"3,6 м",Премиум,y
3,Уникальная квартира! 2 спальни!,"3-комн. кв., 160 м², 4/13 этаж",Фрунзенская,14 минут пешком,Москва,ЦАО,р-н Хамовники,Погодинская улица,2,215 000 000 ₽,https://www.cian.ru/sale/flat/289144313/,2019,160.0,100.0,32.0,4,13,Вторичка,Монолитно-кирпичный,3 совмещенных,"3,5 м",-1,y
3,"3-комн. кв., 149,6 м², 3/5 этаж",Сдан,Александровский сад,12 минут пешком,Москва,ЦАО,р-н Якиманка,Софийская набережная,18,366 855 104 ₽,https://www.cian.ru/sale/flat/286955472/,2023,149.0,-1,-1,3,5,Новостройка,Монолитно-кирпичный,-1,-1,-1,y
3,Новый ремонт I Ключи на руках,"3-комн. кв., 98 м², 3/4 этаж",Смоленская,3 минуты пешком,Москва,ЦАО,р-н Арбат,улица Арбат,38/1С2,68 000 000 ₽,https://www.cian.ru/sale/flat/281255588/,1917,98.0,70.0,15.0,3,4,Вторичка,Кирпичный,2 совмещенных,-1,-1,y
3,"3-комн. кв., 126,3 м², 7/18 этаж",Сдача корпуса 4 кв. 2026,Воробьёвы горы,15 минут пешком,Москва,ЦАО,р-н Хамовники,Коллекция Лужники ЖК,,107 857 000 ₽,https://www.cian.ru/sale/flat/286934979/,2026,126.0,45.0,-1,7,18,Новостройка,Монолитный,-1,"3,25 м",Премиум,y
3,"3-комн. кв., 216,5 м², 15/15 этаж",,Кузнецкий мост,10 минут пешком,Москва,ЦАО,р-н Мещанский,Цветной бульвар,2,230 000 000 ₽,https://www.cian.ru/sale/flat/285865046/,2010,216.0,-1,-1,15,15,Вторичка,Блочный,2 совмещенных,-1,-1,y
3,Первые башни REDS в Republic,Секция 2 • Сдача корпуса 3 кв. 2025,Белорусская,14 минут пешком,Москва,ЦАО,р-н Пресненский,Репаблик ЖК,,64 909 467 ₽,https://www.cian.ru/sale/flat/276305463/,2025,118.0,46.0,41.0,7,26,Новостройка,Монолитный,3 совмещенных,"3,3 м",Премиум,y
3,"3-комн. кв., 106 м², 10/23 этаж",,Бауманская,17 минут пешком,Москва,ЦАО,р-н Басманный,набережная Академика Туполева,15,44 900 000 ₽,https://www.cian.ru/sale/flat/288744330/,2008,106.0,55.0,40.0,10,23,Вторичка,Кирпичный,2 раздельных,3 м,-1,y
3,"3-комн. кв., 142,1 м², 2/14 этаж",Секция 1 • Сдача корпуса 2 кв. 2024,Третьяковская,5 минут пешком,Москва,ЦАО,р-н Якиманка,Лаврушинский ЖК,,227 360 000 ₽,https://www.cian.ru/sale/flat/281050892/,2024,142.0,46.0,44.0,2,14,Новостройка,Монолитный,3 совмещенных,"3,35 м",Премиум,y
3,Эксклюзивная продажа,"3-комн. кв., 132 м², 6/22 этаж",Проспект Мира,8 минут пешком,Москва,ЦАО,р-н Красносельский,Грохольский переулок,28,49 900 000 ₽,https://www.cian.ru/sale/flat/288351062/,2001,132.0,-1,17.0,6,22,Вторичка,-1,"1 совмещенный, 1 раздельный",3 м,-1,y
3,"3-комн. апарт., 109,7 м², 2/6 этаж",Секция 7 • Сдан,Арбатская,4 минуты пешком,Москва,ЦАО,р-н Арбат,Поварская улица,8/1к1,104 544 100 ₽,https://www.cian.ru/sale/flat/268579036/,2017,109.0,48.0,12.0,2,6,Новостройка Апартаменты,Монолитно-кирпичный,3 совмещенных,"3,2 м",-1,y
3,Гостиная с видом на набережную,"3-комн. кв., 156,5 м², 6/14 этаж",Киевская,11 минут пешком,Москва,ЦАО,р-н Хамовники,переулок 1-й Тружеников,16,340 000 000 ₽,https://www.cian.ru/sale/flat/284181848/,2021,156.0,-1,-1,6,14,Вторичка,Монолитный,3 совмещенных,-1,-1,y
3,"3-комн. апарт., 119,45 м², 2/6 этаж",Сдача корпуса 4 кв. 2024,Новокузнецкая,15 минут пешком,Москва,ЦАО,р-н Замоскворечье,Космодамианская набережная,4/22С9,132 255 040 ₽,https://www.cian.ru/sale/flat/281159338/,2024,119.0,-1,32.0,2,6,Новостройка Апартаменты,Монолитно-кирпичный,-1,"3,2 м",Премиум,y
3,Квартира с ХОРОШИМИ видами!,"3-комн. кв., 97,87 м², 9/13 этаж",Москва (Киевский вокзал),6 минут на транспорте,Москва,ЦАО,р-н Хамовники,15кБ,,98 000 000 ₽,https://www.cian.ru/sale/flat/273080269/,-1,97.0,-1,20.0,9,13,Вторичка,-1,2 совмещенных,-1,-1,y
3,"3-комн. кв., 204 м², 3/6 этаж",Сдача корпуса 1 кв. 2026,Москва (Киевский вокзал),7 минут на транспорте,Москва,ЦАО,р-н Хамовники,1С1,,402 150 000 ₽,https://www.cian.ru/sale/flat/286944840/,2026,204.0,64.0,38.0,3,6,Новостройка,Монолитно-кирпичный,4 раздельных,"3,35 м",Премиум,y
3,"3-комн. кв., 120,83 м², 4/21 этаж",,Беговая,6 минут на транспорте,Москва,ЦАО,р-н Пресненский,Жилой Лаки кв-л,,88 000 000 ₽,https://www.cian.ru/sale/flat/280407302/,-1,120.0,-1,-1,4,21,Новостройка,Монолитный,2 совмещенных,-1,-1,y
3,182 кв.м. Вид на центр. Отделка,Сдача корпуса 2 кв. 2023,Улица 1905 года,6 минут пешком,Москва,ЦАО,р-н Пресненский,улица Костикова,,222 950 000 ₽,https://www.cian.ru/sale/flat/272819955/,2023,182.0,-1,51.0,15,21,Новостройка,Монолитный,"2 совмещенных, 1 раздельный",3 м,Премиум,y
3,"3-комн. кв., 121 м², 7/10 этаж",,Новокузнецкая,5 минут пешком,Москва,ЦАО,р-н Замоскворечье,Большая Татарская улица,7к2,130 000 000 ₽,https://www.cian.ru/sale/flat/287741726/,2012,121.0,-1,12.0,7,10,Вторичка,Монолитный,2 совмещенных,"3,4 м",-1,y
3,"3-комн. кв., 120,4 м², 7/8 этаж",Секция 2 • Сдача корпуса 2 кв. 2023,Китай-город,15 минут пешком,Москва,ЦАО,р-н Таганский,Большой Николоворобинский переулок,9/11,158 807 600 ₽,https://www.cian.ru/sale/flat/281377511/,2023,120.0,-1,-1,7,8,Новостройка,Монолитно-кирпичный,-1,"2,7 м",Премиум,y
3,Продумана до мелочей,"3-комн. кв., 121 м², 7/10 этаж",Новокузнецкая,5 минут пешком,Москва,ЦАО,р-н Замоскворечье,Большая Татарская улица,7к2,130 000 000 ₽,https://www.cian.ru/sale/flat/275261672/,2012,121.0,-1,-1,7,10,Вторичка,Монолитный,2 совмещенных,"3,4 м",-1,y
3,"3-комн. апарт., 112,9 м², 10/13 этаж",Сдан,Смоленская,8 минут пешком,Москва,ЦАО,р-н Арбат,улица Новый Арбат,,109 000 000 ₽,https://www.cian.ru/sale/flat/288650991/,2013,112.0,64.0,27.0,10,13,Новостройка Апартаменты,Монолитно-кирпичный,-1,"3,15 м",Премиум,y
3,"3-комн. кв., 92,12 м², 3/21 этаж",,Баррикадная,2 минуты на транспорте,Москва,ЦАО,р-н Пресненский,2-я Звенигородская улица,12к8,86 915 220 ₽,https://www.cian.ru/sale/flat/279615582/,2023,92.0,-1,-1,3,21,Новостройка,Монолитный,2 раздельных,-1,-1,y
