rooms,title,subtitle,subway,dist_to_subway,city,admin_okrug,district,street,home_number,price,link,year_of_construction,total_meters,living_meters,kitchen_meters,floor,floors_count,flat_type,house_type,wc,ceiling,class,processed
5,Загородная атмосфера рядом с Сити,Сдача корпуса 3 кв. 2024,Хорошёво,19 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,Сидней Сити ЖК,,140 507 500 ₽,https://www.cian.ru/sale/flat/288331758/,2024,151.0,106.0,11.0,6,9,Новостройка,Монолитно-кирпичный,-1,"3,6 м",Бизнес,y
5,"5-комн. кв., 200 м², 25/39 этаж",,Строгино,6 минут на транспорте,Москва,СЗАО,р-н Строгино,улица Исаковского,39К1,110 000 000 ₽,https://www.cian.ru/sale/flat/286396671/,2004,200.0,160.0,-1,25,39,Вторичка Пентхаус,-1,"2 совмещенных, 1 раздельный",-1,-1,y
5,"5-комн. кв., 139,7 м², 20/21 этаж",Сдача корпуса 1 кв. 2025,Терехово ,1 минута пешком,Москва,СЗАО,р-н Хорошево-Мневники,проезд Проектируемый № 1074,,77 296 010 ₽,https://www.cian.ru/sale/flat/288195837/,2025,139.0,75.0,17.0,20,21,Новостройка,Монолитный,2 совмещенных,"3,1 м",Бизнес,y
5,"5-комн. кв., 176 м², 3/18 этаж",,Октябрьское поле,8 минут пешком,Москва,СЗАО,р-н Щукино,улица Расплетина,14,87 000 000 ₽,https://www.cian.ru/sale/flat/259249705/,2000,176.0,-1,-1,3,18,Вторичка,-1,2 раздельных,-1,-1,y
5,"5-комн. кв., 151,3 м², 12/13 этаж",Сдача корпуса 4 кв. 2024,Терехово ,13 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,Жилой комплекс остров,4-й кв-л,90 447 140 ₽,https://www.cian.ru/sale/flat/286394933/,2024,151.0,66.0,45.0,12,13,Новостройка,Монолитный,2 совмещенных,"3,25 м",Бизнес,y
5,Вид на парк! 4 спальни!,"5-комн. кв., 190 м², 1/6 этаж",Балтийская,11 минут на транспорте,Москва,СЗАО,р-н Покровское-Стрешнево,Береговая улица,4к10,99 000 000 ₽,https://www.cian.ru/sale/flat/273004606/,2008,190.0,-1,24.0,1,6,Вторичка,Кирпичный,2 совмещенных,-1,-1,y
5,"5-комн. кв., 162,7 м², 16/18 этаж",Сдача корпуса 1 кв. 2025,Терехово ,7 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,проезд Проектируемый № 1074,,91 909 230 ₽,https://www.cian.ru/sale/flat/286396107/,2025,162.0,61.0,45.0,16,18,Новостройка,Монолитный,2 совмещенных,"3,1 м",Бизнес,y
5,"5-комн. кв., 200,2 м², 8/18 этаж",,Октябрьское поле,8 минут пешком,Москва,СЗАО,р-н Щукино,улица Расплетина,14,100 000 000 ₽,https://www.cian.ru/sale/flat/285773736/,2000,200.0,145.0,30.0,8,18,Вторичка,-1,"2 совмещенных, 1 раздельный",-1,-1,y
5,"5-комн. кв., 155,4 м², 7/9 этаж",Сдача корпуса 2 кв. 2024,Терехово ,8 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,Жилой комплекс остров,3-й кв-л,103 698 420 ₽,https://www.cian.ru/sale/flat/288438867/,2024,155.0,66.0,37.0,7,9,Новостройка,Монолитный,"3 совмещенных, 1 раздельный","3,25 м",Бизнес,y
5,"5-комн. кв., 235,8 м², 1/3 этаж",,Октябрьское поле,5 минут на транспорте,Москва,СЗАО,р-н Хорошево-Мневники,Ривер Резиденсес ЖК,,258 000 000 ₽,https://www.cian.ru/sale/flat/285686194/,2023,235.0,-1,-1,1,3,Новостройка,Монолитно-кирпичный,4 раздельных,3 м,-1,y
5,"5-комн. кв., 183 м², 5/8 этаж",Сдача корпуса 2 кв. 2024,Терехово ,8 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,Жилой комплекс остров,3-й кв-л,116 076 900 ₽,https://www.cian.ru/sale/flat/288385467/,2024,183.0,80.0,36.0,5,8,Новостройка,Монолитный,"2 совмещенных, 1 раздельный","3,25 м",Бизнес,y
5,"5-комн. кв., 216,9 м², 25/62 этаж",,Народное Ополчение,10 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,улица Народного Ополчения,15К2,74 990 000 ₽,https://www.cian.ru/sale/flat/288557188/,2022,216.0,-1,-1,25,62,Вторичка,Монолитный,"4 совмещенных, 4 раздельных",3 м,-1,y
5,Готовые квартиры!,Сдан,Ольховая,15 минут на транспорте,Москва,НАО (Новомосковский),м. Ольховая,улица Генерала Пилипенко,1к1,18 109 605 ₽,https://www.cian.ru/sale/flat/288831281/,2022,121.0,69.0,6.0,14,17,Новостройка,Монолитный,1 совмещенный,"2,8 м",Комфорт,y
5,4отдельные комнаты+кухня-гостиная,"5-комн. кв., 124 м², 8/9 этаж",Румянцево,17 минут пешком,Москва,НАО (Новомосковский),м. Румянцево,д. Румянцево,улица Инженера Кнорре,32 000 000 ₽,https://www.cian.ru/sale/flat/288360319/,2022,124.0,-1,-1,8,9,Вторичка,-1,2 совмещенных,-1,-1,y
5,"5-комн. кв., 125,8 м², 3/16 этаж",Секция 9 • Сдача корпуса 4 кв. 2024,Улица Скобелевская,5 минут на транспорте,Москва,НАО (Новомосковский),м. Улица Скобелевская,Скандинавия ЖК,к27.1,25 241 542 ₽,https://www.cian.ru/sale/flat/278068408/,2024,125.0,78.0,16.0,3,16,Новостройка,"Монолитно-кирпичный, монолитный",3 совмещенных,"3,05 м",Комфорт,y
5,"5-комн. кв., 130 м², 12/13 этаж",,Румянцево,7 минут на транспорте,Москва,НАО (Новомосковский),м. Румянцево,шоссе Новомихайловское,1к3,20 800 000 ₽,https://www.cian.ru/sale/flat/272870561/,2021,130.0,80.0,11.0,12,13,Вторичка,-1,"2 совмещенных, 1 раздельный","2,7 м",-1,y
5,"5-комн. кв., 128,7 м², 2/15 этаж",Секция 1 • Сдача корпуса 1 кв. 2024,Филатов Луг,4 минуты на транспорте,Москва,НАО (Новомосковский),м. Филатов Луг,Прокшино ЖК,6к1,29 029 017 ₽,https://www.cian.ru/sale/flat/273052661/,2024,128.0,52.0,30.0,2,15,Новостройка,"Монолитно-кирпичный, монолитный",3 совмещенных,"2,99 м",Бизнес,y
5,"5-комн. кв., 111,4 м², 2/2 этаж",,Рассказовка,19 минут на транспорте,Москва,НАО (Новомосковский),м. Рассказовка,д. Большое Свинорье,улица Черничная,25 600 000 ₽,https://www.cian.ru/sale/flat/289105997/,2016,111.0,74.0,21.0,2,2,Вторичка,Монолитный,"1 совмещенный, 1 раздельный",3 м,-1,y
5,"5-комн. кв., 134,1 м², 2/12 этаж",Сдача корпуса 1 кв. 2024,Прокшино,14 минут пешком,Москва,НАО (Новомосковский),м. Прокшино,Прокшино ЖК,8к2,29 448 109 ₽,https://www.cian.ru/sale/flat/284388114/,2024,134.0,55.0,33.0,2,12,Новостройка,"Монолитно-кирпичный, монолитный","2 совмещенных, 1 раздельный","2,99 м",Бизнес,y
5,"5-комн. кв., 114,3 м², 5/10 этаж",,Прокшино,20 минут пешком,Москва,НАО (Новомосковский),м. Прокшино,проспект Магеллана,3,21 200 000 ₽,https://www.cian.ru/sale/flat/284760672/,2021,114.0,70.0,6.0,5,10,Вторичка,Монолитный,"2 совмещенных, 1 раздельный",-1,-1,y
5,"5-комн. кв., 129 м², 2/15 этаж",Сдача корпуса 1 кв. 2024,Филатов Луг,5 минут на транспорте,Москва,НАО (Новомосковский),м. Филатов Луг,Прокшино ЖК,8к1,31 034 534 ₽,https://www.cian.ru/sale/flat/284388130/,2024,129.0,52.0,30.0,2,15,Новостройка,"Монолитно-кирпичный, монолитный","3 совмещенных, 1 раздельный","2,99 м",Бизнес,y
5,"5-комн. кв., 149 м², 3/9 этаж",,Филатов Луг,7 минут на транспорте,Москва,НАО (Новомосковский),м. Филатов Луг,бульвар Веласкеса,4,42 000 000 ₽,https://www.cian.ru/sale/flat/287814010/,2018,149.0,87.0,13.0,3,9,Вторичка,Монолитный,3 совмещенных,3 м,-1,y
5,"5-комн. кв., 138 м², 2/12 этаж",Секция 3 • Сдача корпуса 1 кв. 2024,Филатов Луг,4 минуты на транспорте,Москва,НАО (Новомосковский),м. Филатов Луг,Прокшино ЖК,6к2,31 439 019 ₽,https://www.cian.ru/sale/flat/273053240/,2024,138.0,55.0,33.0,2,12,Новостройка,"Монолитно-кирпичный, монолитный","2 совмещенных, 1 раздельный","2,99 м",Бизнес,y
5,"5-комн. кв., 170,6 м², 9/10 этаж",,Коммунарка,15 минут на транспорте,Москва,НАО (Новомосковский),м. Коммунарка,34,,23 500 000 ₽,https://www.cian.ru/sale/flat/279584331/,1998,170.0,103.0,15.0,9,10,Вторичка,Панельный,2 совмещенных,"2,9 м",-1,y
5,"5-комн. кв., 137,8 м², 2/13 этаж",Секция 1 • Сдача корпуса 2 кв. 2023,Прокшино,11 минут пешком,Москва,НАО (Новомосковский),м. Прокшино,Прокшино ЖК,4к4,31 498 480 ₽,https://www.cian.ru/sale/flat/284581403/,2023,137.0,51.0,30.0,2,13,Новостройка,"Монолитно-кирпичный, монолитный","3 совмещенных, 1 раздельный","2,84 м",Бизнес,y
5,"5-комн. кв., 98,8 м², 1/12 этаж",,Саларьево,7 минут на транспорте,Москва,НАО (Новомосковский),м. Саларьево,33,,16 500 000 ₽,https://www.cian.ru/sale/flat/286464069/,1991,98.0,73.0,8.0,1,12,Вторичка,Панельный,1 раздельный,-1,-1,y
5,"5-комн. кв., 125,4 м², 9/16 этаж",Секция 9 • Сдача корпуса 4 кв. 2024,Улица Скобелевская,5 минут на транспорте,Москва,НАО (Новомосковский),м. Улица Скобелевская,Скандинавия ЖК,к27.1,25 965 354 ₽,https://www.cian.ru/sale/flat/284591447/,2024,125.0,78.0,16.0,9,16,Новостройка,"Монолитно-кирпичный, монолитный",3 совмещенных,"3,05 м",Комфорт,y
5,"5-комн. кв., 94 м², 2/9 этаж",,Коммунарка,20 минут пешком,Москва,НАО (Новомосковский),м. Бунинская аллея,проспект Куприна,24к1,18 500 000 ₽,https://www.cian.ru/sale/flat/286616521/,2021,94.0,-1,22.0,2,9,Вторичка,Панельный,"2 совмещенных, 2 раздельных",-1,-1,y
5,"5-комн. кв., 151,9 м², 2/13 этаж",Секция 2 • Сдача корпуса 2 кв. 2023,Прокшино,11 минут пешком,Москва,НАО (Новомосковский),м. Прокшино,Прокшино ЖК,4к4,31 780 424 ₽,https://www.cian.ru/sale/flat/273424612/,2023,151.0,50.0,34.0,2,13,Новостройка,"Монолитно-кирпичный, монолитный","3 совмещенных, 1 раздельный","2,84 м",Бизнес,y
5,"5-комн. кв., 138,8 м², 8/9 этаж",,Ольховая,7 минут на транспорте,Москва,НАО (Новомосковский),м. Ольховая,33,,25 500 000 ₽,https://www.cian.ru/sale/flat/273019759/,1998,138.0,-1,-1,8,9,Вторичка,Панельный,"1 совмещенный, 1 раздельный","3,5 м",-1,y
5,"5-комн. кв., 164,2 м², 2/16 этаж",Сдача корпуса 4 кв. 2024,Прокшино,11 минут пешком,Москва,НАО (Новомосковский),м. Прокшино,Прокшино ЖК,5.1.2,33 149 844 ₽,https://www.cian.ru/sale/flat/284388148/,2024,164.0,48.0,37.0,2,16,Новостройка,"Монолитно-кирпичный, монолитный","2 совмещенных, 1 раздельный","2,9 м",Бизнес,y
5,"5-комн. кв., 136,9 м², 2/15 этаж",Сдача корпуса 1 кв. 2024,Филатов Луг,5 минут на транспорте,Москва,НАО (Новомосковский),м. Филатов Луг,Прокшино ЖК,8к1,33 223 941 ₽,https://www.cian.ru/sale/flat/284388128/,2024,136.0,50.0,34.0,2,15,Новостройка,"Монолитно-кирпичный, монолитный","3 совмещенных, 1 раздельный","2,99 м",Бизнес,y
5,"5-комн. кв., 150 м², 2/13 этаж",Секция 1 • Сдача корпуса 2 кв. 2023,Прокшино,11 минут пешком,Москва,НАО (Новомосковский),м. Прокшино,Прокшино ЖК,4к4,33 803 370 ₽,https://www.cian.ru/sale/flat/288382591/,2023,150.0,50.0,34.0,2,13,Новостройка,"Монолитно-кирпичный, монолитный",3 совмещенных,"2,84 м",Бизнес,y
5,"5-комн. кв., 165 м², 2/16 этаж",Сдача корпуса 4 кв. 2024,Прокшино,11 минут пешком,Москва,НАО (Новомосковский),м. Прокшино,Прокшино ЖК,5.1.1,33 850 549 ₽,https://www.cian.ru/sale/flat/284388146/,2024,165.0,50.0,30.0,2,16,Новостройка,"Монолитно-кирпичный, монолитный","3 совмещенных, 1 раздельный","2,9 м",Бизнес,y
5,"5-комн. кв., 151,8 м², 2/16 этаж",Секция 1 • Сдача корпуса 2 кв. 2023,Прокшино,11 минут пешком,Москва,НАО (Новомосковский),м. Прокшино,Прокшино ЖК,4к5,34 067 199 ₽,https://www.cian.ru/sale/flat/273052867/,2023,151.0,54.0,33.0,2,16,Новостройка,"Монолитно-кирпичный, монолитный","2 совмещенных, 1 раздельный","2,84 м",Бизнес,y
5,"5-комн. кв., 141,6 м², 2/15 этаж",Сдача корпуса 1 кв. 2024,Филатов Луг,4 минуты на транспорте,Москва,НАО (Новомосковский),м. Филатов Луг,Прокшино ЖК,6к4,34 643 817 ₽,https://www.cian.ru/sale/flat/284388120/,2024,141.0,79.0,9.0,2,15,Новостройка,"Монолитно-кирпичный, монолитный","2 совмещенных, 1 раздельный","2,99 м",Бизнес,y
5,"5-комн. кв., 149,3 м², 2/16 этаж",Сдача корпуса 4 кв. 2024,Прокшино,11 минут пешком,Москва,НАО (Новомосковский),м. Прокшино,Прокшино ЖК,5.1.1,35 582 753 ₽,https://www.cian.ru/sale/flat/284388147/,2024,149.0,47.0,34.0,2,16,Новостройка,"Монолитно-кирпичный, монолитный","3 совмещенных, 1 раздельный","2,9 м",Бизнес,y
5,"5-комн. кв., 136,7 м², 2/15 этаж",Секция 1 • Сдача корпуса 1 кв. 2024,Филатов Луг,4 минуты на транспорте,Москва,НАО (Новомосковский),м. Филатов Луг,Прокшино ЖК,6к1,31 354 000 ₽,https://www.cian.ru/sale/flat/285979604/,2024,136.0,50.0,34.0,2,15,Новостройка,"Монолитно-кирпичный, монолитный","3 совмещенных, 1 раздельный","2,99 м",Бизнес,y
5,"5-комн. кв., 467,2 м², 1/6 этаж",Сдача корпуса 1 кв. 2026,Москва (Киевский вокзал),7 минут на транспорте,Москва,ЦАО,р-н Хамовники,1С1,,889 790 000 ₽,https://www.cian.ru/sale/flat/286944815/,2026,467.0,98.0,91.0,1,6,Новостройка,Монолитно-кирпичный,4 раздельных,"3,5 м",Премиум,y
5,Дом на 8 квартир,"5-комн. кв., 235 м², 5/8 этаж",Арбатская,6 минут пешком,Москва,ЦАО,р-н Арбат,Большой Афанасьевский переулок,32/9,130 000 000 ₽,https://www.cian.ru/sale/flat/274703773/,1905,235.0,-1,-1,5,8,Вторичка,Кирпичный,4 совмещенных,-1,-1,y
5,"5-комн. кв., 151,39 м², 9/67 этаж",Секция 1 • Сдача корпуса 3 кв. 2023,Выставочная,8 минут пешком,Москва,ЦАО,р-н Пресненский,Краснопресненская набережная,14Ак1,139 288 000 ₽,https://www.cian.ru/sale/flat/277550928/,2023,151.0,123.0,22.0,9,67,Новостройка,Монолитный,-1,"3,05 м",Премиум,y
5,Видовая солнечная квартира,"5-комн. кв., 190,2 м², 6/6 этаж",Тверская,9 минут пешком,Москва,ЦАО,р-н Пресненский,Тверской бульвар,9,139 500 000 ₽,https://www.cian.ru/sale/flat/285437610/,1907,190.0,-1,15.0,6,6,Вторичка,-1,3 совмещенных,"3,5 м",-1,y
5,"5-комн. кв., 133,9 м², 3/4 этаж",Сдача корпуса 4 кв. 2024,Киевская,13 минут пешком,Москва,ЦАО,р-н Хамовники,Саввинская набережная,17,262 966 216 ₽,https://www.cian.ru/sale/flat/284916918/,2024,133.0,86.0,6.0,3,4,Новостройка,Монолитный,"2 совмещенных, 1 раздельный","6,43 м",-1,y
5,"5-комн. кв., 350 м², 7/11 этаж",,Выставочная,5 минут на транспорте,Москва,ЦАО,р-н Пресненский,2-я Черногрязская улица,6к1,250 000 000 ₽,https://www.cian.ru/sale/flat/274182146/,2017,350.0,-1,43.0,7,11,Вторичка,-1,4 раздельных,-1,-1,y
5,Премиальный дом в центре Москвы,Сдача корпуса 3 кв. 2023,Красные ворота,7 минут пешком,Москва,ЦАО,р-н Красносельский,проспект Академика Сахарова,11,169 000 001 ₽,https://www.cian.ru/sale/flat/286250333/,2023,154.0,108.0,20.0,15,19,Новостройка Апартаменты,Монолитно-кирпичный,3 совмещенных,"3,2 м",Премиум,y
5,Квартира в ИСТОРИЧЕСКОМ ОСОБНЯКЕ,"5-комн. кв., 220 м², 4/5 этаж",Сухаревская,5 минут пешком,Москва,ЦАО,р-н Красносельский,улица Сретенка,26/1,134 000 000 ₽,https://www.cian.ru/sale/flat/264870864/,1913,220.0,-1,15.0,4,5,Вторичка,-1,-1,-1,-1,y
5,"5-комн. кв., 137,1 м², 2/6 этаж",Секция 2 • Сдача корпуса 2 кв. 2025,Чистые пруды,4 минуты пешком,Москва,ЦАО,р-н Басманный,Потаповский переулок,5С4,224 170 000 ₽,https://www.cian.ru/sale/flat/281686982/,2025,137.0,77.0,5.0,2,6,Новостройка,Монолитный,2 совмещенных,"3,91 м",Премиум,y
5,"5-комн. кв., 187,7 м², 3/8 этаж",,Киевская,12 минут пешком,Москва,ЦАО,р-н Хамовники,переулок 1-й Тружеников,15,134 500 000 ₽,https://www.cian.ru/sale/flat/288088248/,2004,187.0,-1,19.0,3,8,Вторичка,Монолитно-кирпичный,3 совмещенных,3 м,-1,y
5,"5-комн. кв., 179 м², 6/9 этаж",Сдан,Киевская,11 минут пешком,Москва,ЦАО,р-н Хамовники,Саввинская набережная,13,241 650 000 ₽,https://www.cian.ru/sale/flat/282397958/,2021,179.0,-1,-1,6,9,Новостройка,Кирпичный,-1,-1,-1,y
5,Квартира с патио! Виды на МГУ!,"5-комн. кв., 493,2 м², 1/8 этаж",Спортивная,5 минут пешком,Москва,ЦАО,р-н Хамовники,улица Ефремова,19к3,706 266 120 ₽,https://www.cian.ru/sale/flat/288920770/,2015,493.0,-1,-1,1,8,Вторичка,Монолитный,4 совмещенных,3 м,-1,y
5,"5-комн. апарт., 223 м², 13/13 этаж",Сдан,Смоленская,8 минут пешком,Москва,ЦАО,р-н Арбат,улица Новый Арбат,,249 000 000 ₽,https://www.cian.ru/sale/flat/288673985/,2013,223.0,-1,-1,13,13,Новостройка Апартаменты,Монолитно-кирпичный,-1,"3,15 м",Премиум,y
5,ПРОСТОРНАЯ квартира. Виды!,"5-комн. кв., 195,1 м², 9/11 этаж",Москва (Киевский вокзал),6 минут на транспорте,Москва,ЦАО,р-н Хамовники,11И,,215 000 000 ₽,https://www.cian.ru/sale/flat/287833299/,-1,195.0,-1,40.0,9,11,Вторичка,-1,4 совмещенных,-1,-1,y
5,"5-комн. кв., 171,1 м², 2/6 этаж",Секция 2 • Сдача корпуса 2 кв. 2025,Чистые пруды,4 минуты пешком,Москва,ЦАО,р-н Басманный,Потаповский переулок,5С4,249 090 000 ₽,https://www.cian.ru/sale/flat/281686981/,2025,171.0,78.0,10.0,2,6,Новостройка,Монолитный,2 совмещенных,"3,91 м",Премиум,y
5,Лучшие виды на реку в Москве,"5-комн. кв., 257 м², 8/9 этаж",Киевская,12 минут пешком,Москва,ЦАО,р-н Хамовники,Саввинская набережная,13,320 000 000 ₽,https://www.cian.ru/sale/flat/273733095/,2021,257.0,-1,-1,8,9,Вторичка,Монолитный,4 совмещенных,"3,3 м",-1,y
5,"5-комн. апарт., 310,16 м², 6/6 этаж",Сдан,Парк Культуры,10 минут пешком,Москва,ЦАО,р-н Хамовники,Зубовская улица,7,369 090 400 ₽,https://www.cian.ru/sale/flat/287772358/,2023,310.0,133.0,26.0,6,6,Новостройка Апартаменты,Монолитный,4 раздельных,3 м,Премиум,y
5,"5-комн. кв., 227,64 м², 11/11 этаж",,Спортивная,8 минут пешком,Москва,ЦАО,р-н Хамовники,улица Усачева,15А,340 000 000 ₽,https://www.cian.ru/sale/flat/284851685/,2022,227.0,-1,20.0,11,11,Вторичка,Монолитный,4 совмещенных,-1,-1,y
5,"5-комн. апарт., 330,95 м², 6/6 этаж",Сдан,Парк Культуры,10 минут пешком,Москва,ЦАО,р-н Хамовники,Зубовская улица,7,393 830 500 ₽,https://www.cian.ru/sale/flat/287772357/,2023,330.0,176.0,23.0,6,6,Новостройка Апартаменты,Монолитный,4 раздельных,3 м,Премиум,y
5,живописный вид на Москву - реку,"5-комн. апарт., 225 м², 63/78 этаж",Тестовская,3 минуты пешком,Москва,ЦАО,р-н Пресненский,1-й Красногвардейский проезд,22с2,202 500 000 ₽,https://www.cian.ru/sale/flat/287818453/,2020,225.0,-1,20.0,63,78,Вторичка Апартаменты,Монолитный,-1,"3,9 м",-1,y
5,"5-комн. кв., 253 м², 7/9 этаж",Сдан,Киевская,13 минут пешком,Москва,ЦАО,р-н Хамовники,Саввинская набережная,13,442 750 000 ₽,https://www.cian.ru/sale/flat/282397967/,2021,253.0,-1,-1,7,9,Новостройка,Кирпичный,-1,-1,-1,y
5,Прямые виды на пруд! 4-5 спален,"5-комн. кв., 227 м², 6/12 этаж",Спортивная,7 минут пешком,Москва,ЦАО,р-н Хамовники,улица Усачева,13кВ,341 000 000 ₽,https://www.cian.ru/sale/flat/285866591/,-1,227.0,-1,-1,6,12,Вторичка,Монолитно-кирпичный,"4 совмещенных, 1 раздельный",-1,-1,y
5,"5-комн. кв., 434,2 м², 1/6 этаж",Сдача корпуса 1 кв. 2026,Москва (Киевский вокзал),7 минут на транспорте,Москва,ЦАО,р-н Хамовники,1С1,,1 075 310 000 ₽,https://www.cian.ru/sale/flat/286944822/,2026,434.0,167.0,20.0,1,6,Новостройка,Монолитно-кирпичный,4 раздельных,"4,15 м",Премиум,y
