rooms,title,subtitle,subway,dist_to_subway,city,admin_okrug,district,street,home_number,price,link,year_of_construction,total_meters,living_meters,kitchen_meters,floor,floors_count,flat_type,house_type,wc,ceiling,class,processed
2,"2-комн. кв., 53 м², 12/14 этаж",,Улица Скобелевская,8 минут на транспорте,Москва,НАО (Новомосковский),м. Улица Скобелевская,бульвар Скандинавский,9,13 700 000 ₽,https://www.cian.ru/sale/flat/289124715/,2021,53.0,36.0,8.0,12,14,Вторичка,-1,1 совмещенный,3 м,-1,y
2,"2-комн. кв., 51,8 м², 6/21 этаж",Секция 1 • Сдача корпуса 1 кв. 2025,Прокшино,5 минут на транспорте,Москва,НАО (Новомосковский),м. Прокшино,Новая Звезда ЖК,,11 603 200 ₽,https://www.cian.ru/sale/flat/277811162/,2025,51.0,20.0,18.0,6,21,Новостройка,Монолитный,-1,"2,85 м",Бизнес,y
2,Видовая квартира рядом с метро,"2-комн. кв., 79 м², 17/25 этаж",Говорово,6 минут пешком,Москва,НАО (Новомосковский),м. Говорово,улица Татьянин Парк,13к2,20 000 000 ₽,https://www.cian.ru/sale/flat/288575059/,2017,79.0,41.0,17.0,17,25,Вторичка,Кирпичный,1 раздельный,-1,-1,y
2,"2-комн. кв., 64,3 м², 7/22 этаж",Секция 1 • Сдача корпуса 2 кв. 2024,Рассказовка,7 минут на транспорте,Москва,НАО (Новомосковский),м. Рассказовка,Первый Московский мкр,Первый Московский ЖК,11 710 961 ₽,https://www.cian.ru/sale/flat/285444582/,2024,64.0,28.0,-1,7,22,Новостройка,"Панельный, монолитный",-1,3 м,Комфорт,y
2,"2-комн. кв., 60,6 м², 5/9 этаж",,Румянцево,20 минут пешком,Москва,НАО (Новомосковский),м. Румянцево,д. Румянцево,улица Инженера Кнорре,14 950 000 ₽,https://www.cian.ru/sale/flat/288849010/,2023,60.0,30.0,15.0,5,9,Вторичка,-1,2 совмещенных,-1,-1,y
2,"2-комн. кв., 32,6 м², 3/17 этаж",Сдача корпуса 1 кв. 2025,Бунинская аллея,9 минут на транспорте,Москва,НАО (Новомосковский),м. Бунинская аллея,Бунинские Луга ЖК,3.8.1,8 248 290 ₽,https://www.cian.ru/sale/flat/287795710/,2025,32.0,19.0,4.0,3,17,Новостройка,"Панельный, монолитный",1 совмещенный,"2,64 м",Комфорт,y
2,"2-комн. кв., 54,2 м², 14/17 этаж",,Бунинская аллея,20 минут пешком,Москва,НАО (Новомосковский),м. Бунинская аллея,улица Александры Монаховой,107к1,11 700 000 ₽,https://www.cian.ru/sale/flat/288702025/,2015,54.0,35.0,10.0,14,17,Вторичка,Монолитный,1 раздельный,-1,-1,y
2,"2-комн. кв., 37,6 м², 7/19 этаж",Секция 7 • Сдача корпуса 4 кв. 2024,Бунинская аллея,5 минут на транспорте,Москва,НАО (Новомосковский),м. Бунинская аллея,Бунинские Кварталы ЖК,к2.4,8 218 927 ₽,https://www.cian.ru/sale/flat/287090921/,2024,37.0,13.0,12.0,7,19,Новостройка,Монолитный,1 совмещенный,"2,99 м",-1,y
2,"2-комн. кв., 61,3 м², 12/21 этаж",,Рассказовка,6 минут пешком,Москва,НАО (Новомосковский),м. Рассказовка,улица Анны Ахматовой,11к4,13 450 000 ₽,https://www.cian.ru/sale/flat/286621048/,2024,61.0,26.0,21.0,12,21,Новостройка,Монолитный,1 раздельный,"2,8 м",-1,y
2,"2-комн. апарт., 68,32 м², 3/5 этаж",Сдача корпуса 4 кв. 2024,Площадь Революции,2 минуты пешком,Москва,ЦАО,р-н Тверской,Ильинка 3/8 ЖК,,148 720 000 ₽,https://www.cian.ru/sale/flat/281896700/,2024,68.0,43.0,-1,3,5,Новостройка Апартаменты,"Монолитно-кирпичный, монолитный",-1,"3,6 м",Премиум,y
2,Пешком до Кремля,"2-комн. кв., 83,4 м², 4/6 этаж",Полянка,6 минут пешком,Москва,ЦАО,р-н Якиманка,улица Большая Полянка,9С3,141 780 000 ₽,https://www.cian.ru/sale/flat/286624024/,2022,83.0,-1,-1,4,6,Вторичка,-1,2 совмещенных,-1,-1,y
2,"2-комн. кв., 75,1 м², 3/5 этаж",Сдан,Александровский сад,12 минут пешком,Москва,ЦАО,р-н Якиманка,Софийская набережная,18,116 405 000 ₽,https://www.cian.ru/sale/flat/286920883/,2023,75.0,-1,-1,3,5,Новостройка,Монолитно-кирпичный,-1,"3,35 м",-1,y
2,Современные Хамовники,"2-комн. кв., 94 м², 6/6 этаж",Парк Культуры,10 минут пешком,Москва,ЦАО,р-н Хамовники,улица Льва Толстого,23к1,130 000 000 ₽,https://www.cian.ru/sale/flat/288373932/,2014,94.0,-1,-1,6,6,Вторичка,Кирпичный,2 совмещенных,"3,2 м",-1,y
2,"2-комн. кв., 83,2 м², 4/18 этаж",Секция 3 • Сдача корпуса 4 кв. 2026,Воробьёвы горы,12 минут пешком,Москва,ЦАО,р-н Хамовники,Коллекция Лужники ЖК,,57 079 000 ₽,https://www.cian.ru/sale/flat/285442070/,2026,83.0,28.0,-1,4,18,Новостройка,Монолитный,-1,"3,25 м",Премиум,y
2,Видовой Апартамент в Москва-Сити!,"2-комн. апарт., 188,5 м², 75/95 этаж",Деловой центр,2 минуты пешком,Москва,ЦАО,р-н Пресненский,набережная Пресненская,12,133 835 000 ₽,https://www.cian.ru/sale/flat/279153350/,2017,188.0,-1,25.0,75,95,Вторичка Апартаменты,Монолитный,2 совмещенных,"3,2 м",-1,y
2,Первые башни REDS в Republic,Сдача корпуса 3 кв. 2025,Белорусская,14 минут пешком,Москва,ЦАО,р-н Пресненский,Репаблик ЖК,к1.1,30 998 850 ₽,https://www.cian.ru/sale/flat/284059765/,2025,46.0,23.0,3.0,19,33,Новостройка,Монолитный,1 совмещенный,"3,1 м",Премиум,y
2,"2-комн. кв., 90 м², 5/12 этаж",,Москва (Киевский вокзал),7 минут на транспорте,Москва,ЦАО,р-н Хамовники,15А,,99 000 000 ₽,https://www.cian.ru/sale/flat/280931128/,2022,90.0,-1,14.0,5,12,Вторичка,Монолитный,2 совмещенных,-1,-1,y
2,"2-комн. кв., 85,6 м², 2/14 этаж",Секция 1 • Сдача корпуса 2 кв. 2024,Полянка,5 минут пешком,Москва,ЦАО,р-н Якиманка,Лаврушинский ЖК,,161 560 000 ₽,https://www.cian.ru/sale/flat/281051017/,2024,85.0,28.0,28.0,2,14,Новостройка,Монолитный,2 совмещенных,"3,35 м",-1,y
2,Под ключ | Виды на Храм и Петра,"2-комн. кв., 117 м², 5/5 этаж",Кропоткинская,4 минуты пешком,Москва,ЦАО,р-н Хамовники,3-й Обыденский переулок,2,111 825 469 ₽,https://www.cian.ru/sale/flat/286014544/,2002,117.0,-1,-1,5,5,Вторичка,Монолитный,1 совмещенный,-1,-1,y
2,"2-комн. апарт., 74,91 м², 4/6 этаж",Сдача корпуса 4 кв. 2024,Новокузнецкая,15 минут пешком,Москва,ЦАО,р-н Замоскворечье,Космодамианская набережная,4/22С9,103 915 152 ₽,https://www.cian.ru/sale/flat/280748944/,2024,74.0,26.0,23.0,4,6,Новостройка Апартаменты,Монолитно-кирпичный,2 совмещенных,"3,2 м",Премиум,y
2,"2-комн. кв., 60,8 м², 2/4 этаж",,Улица 1905 года,8 минут пешком,Москва,ЦАО,р-н Пресненский,улица Климашкина,24,28 600 000 ₽,https://www.cian.ru/sale/flat/282555647/,1926,60.0,-1,5.0,2,4,Вторичка,Кирпичный,1 совмещенный,-1,-1,y
2,"2-комн. кв., 234 м², 1/6 этаж",Сдача корпуса 1 кв. 2026,Москва (Киевский вокзал),7 минут на транспорте,Москва,ЦАО,р-н Хамовники,1С1,,559 350 000 ₽,https://www.cian.ru/sale/flat/286944821/,2026,234.0,35.0,60.0,1,6,Новостройка,Монолитно-кирпичный,4 раздельных,"4,15 м",Премиум,y
2,Стильная квартира! Потолки 3.65м!,"2-комн. кв., 70,1 м², 1/6 этаж",Маяковская,7 минут пешком,Москва,ЦАО,р-н Тверской,улица Малая Дмитровка,29С1,31 000 000 ₽,https://www.cian.ru/sale/flat/280561841/,1904,70.0,-1,15.0,1,6,Вторичка,Кирпичный,1 совмещенный,"3,65 м",-1,y
2,"2-комн. апарт., 66,26 м², 3/9 этаж",Секция 1 • Сдан,Маяковская,1 минута пешком,Москва,ЦАО,р-н Тверской,1-я Тверская-Ямская улица,2,86 138 000 ₽,https://www.cian.ru/sale/flat/284760745/,2023,66.0,-1,25.0,3,9,Новостройка Апартаменты,Монолитный,"1 совмещенный, 1 раздельный",-1,Премиум,y
2,Квартира для двоих,"2-комн. кв., 42,5 м², 5/20 этаж",Деловой центр,13 минут пешком,Москва,ЦАО,р-н Пресненский,Мантулинская улица,9к4,36 000 000 ₽,https://www.cian.ru/sale/flat/284943773/,2020,42.0,21.0,5.0,5,20,Вторичка,Монолитный,1 совмещенный,-1,-1,y
2,110 кв.м. 3 гардеробные. Отделка,Сдача корпуса 2 кв. 2023,Улица 1905 года,6 минут пешком,Москва,ЦАО,р-н Пресненский,улица Костикова,,101 354 550 ₽,https://www.cian.ru/sale/flat/262519758/,2023,110.0,-1,34.0,5,21,Новостройка,Монолитный,2 совмещенных,3 м,Премиум,y
2,"2-комн. кв., 42,5 м², 5/20 этаж",,Деловой центр,13 минут пешком,Москва,ЦАО,р-н Пресненский,Мантулинская улица,9к4,35 990 000 ₽,https://www.cian.ru/sale/flat/286526410/,2020,42.0,-1,-1,5,20,Вторичка,Монолитный,1 совмещенный,-1,-1,y
2,"2-комн. кв., 122,7 м², 2/8 этаж",Секция 1 • Сдача корпуса 2 кв. 2023,Китай-город,15 минут пешком,Москва,ЦАО,р-н Таганский,Большой Николоворобинский переулок,9/11,130 062 000 ₽,https://www.cian.ru/sale/flat/280834466/,2023,122.0,-1,-1,2,8,Новостройка,Монолитно-кирпичный,-1,"2,7 м",Премиум,y
2,"2-комн. кв., 99,61 м², 10/14 этаж",,Спортивная,6 минут пешком,Москва,ЦАО,р-н Хамовники,улица Усачева,11,85 000 000 ₽,https://www.cian.ru/sale/flat/284729661/,2019,99.0,45.0,20.0,10,14,Вторичка,Кирпичный,2 совмещенных,-1,-1,y
2,"2-комн. апарт., 68,7 м², 6/13 этаж",Сдан,Смоленская,8 минут пешком,Москва,ЦАО,р-н Арбат,улица Новый Арбат,,54 960 000 ₽,https://www.cian.ru/sale/flat/288651026/,2013,68.0,-1,-1,6,13,Новостройка Апартаменты,Монолитно-кирпичный,-1,"3,15 м",-1,y
2,"2-комн. кв., 89,5 м², 2/4 этаж",,Смоленская,4 минуты пешком,Москва,ЦАО,р-н Арбат,улица Арбат,38/1С2,65 000 000 ₽,https://www.cian.ru/sale/flat/285150548/,1901,89.0,-1,7.0,2,4,Вторичка,Кирпичный,2 совмещенных,3 м,-1,y
