rooms,title,subtitle,subway,dist_to_subway,city,admin_okrug,district,street,home_number,price,link
1,"1-комн. кв., 37,33 м², 6/18 этаж",Секция 4 • Сдача корпуса 2 кв. 2023,Спартак,5 минут пешком,Москва,СЗАО,р-н Покровское-Стрешнево,Алиа ЖК,к7,16 781 328 ₽,https://www.cian.ru/sale/flat/279550175/
1,Окна на реку и двор,"1-комн. кв., 42,4 м², 14/43 этаж",Шелепиха,14 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,Шелепихинская набережная,34к7,16 500 000 ₽,https://www.cian.ru/sale/flat/289031712/
1,"1-комн. кв., 47,6 м², 7/21 этаж",Сдача корпуса 4 кв. 2023,Стрешнево,10 минут пешком,Москва,СЗАО,р-н Щукино,Щукинская улица,7/9С7,20 540 352 ₽,https://www.cian.ru/sale/flat/288319597/
1,Шикарный Вид на Реку!,"1-комн. кв., 32 м², 24/24 этаж",Шелепиха,14 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,Шелепихинская набережная,34к3,20 800 000 ₽,https://www.cian.ru/sale/flat/286193432/
1,"1-комн. кв., 52,4 м², 3/22 этаж",Секция 1 • Сдача корпуса 3 кв. 2024,Спартак,14 минут пешком,Москва,СЗАО,р-н Покровское-Стрешнево,Северо-Западный ао,Клубный Город на Реке Примавера ЖК,30 460 120 ₽,https://www.cian.ru/sale/flat/275396072/
1,"1-комн. кв., 31,1 м², 25/58 этаж",,Народное Ополчение,10 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,улица Народного Ополчения,15К2,17 100 000 ₽,https://www.cian.ru/sale/flat/287551076/
1,"Семейная ипотека 0,01%",Сдача корпуса 4 кв. 2023,Шелепиха,10 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,Причальный проезд,10А,21 228 165 ₽,https://www.cian.ru/sale/flat/286272434/
1,Лучшая ЦЕНА I Новый ремонт,"1-комн. кв., 37,5 м², 20/58 этаж",Народное Ополчение,10 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,улица Народного Ополчения,15К2,20 800 000 ₽,https://www.cian.ru/sale/flat/286398211/
1,Самый доступный бизнес-класс!,Сдача корпуса 1 кв. 2024,Тушинская,18 минут пешком,Москва,СЗАО,р-н Покровское-Стрешнево,проезд Проектируемый № 3959,,10 815 517 ₽,https://www.cian.ru/sale/flat/284889193/
1,Полностью меблирована! Спец-цена!,"1-комн. кв., 29 м², 27/48 этаж",Народное Ополчение,10 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,улица Народного Ополчения,15К3,16 400 000 ₽,https://www.cian.ru/sale/flat/281435777/
1,Выдаем ключи.Современный комплекс,Секция 1 • Сдан,Спартак,5 минут пешком,Москва,СЗАО,р-н Покровское-Стрешнево,Волоколамское шоссе,71/22к3,10 121 941 ₽,https://www.cian.ru/sale/flat/278772116/
1,Лучший вид в ЖК на Реку и Сити,"1-комн. кв., 42,5 м², 27/48 этаж",Народное Ополчение,10 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,улица Народного Ополчения,15К3,19 000 000 ₽,https://www.cian.ru/sale/flat/281388151/
1,Сдача в 2023 году!,Сдача корпуса 4 кв. 2023,Пятницкое шоссе,15 минут пешком,Москва,СЗАО,р-н Митино,Пятницкое шоссе,58,8 305 649 ₽,https://www.cian.ru/sale/flat/288832810/
1,Панорамный вид на реку и Сити,"1-комн. кв., 38 м², 31/58 этаж",Народное Ополчение,10 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,улица Народного Ополчения,15К2,17 800 000 ₽,https://www.cian.ru/sale/flat/287452617/
1,"1-комн. кв., 33,7 м², 4/28 этаж",Секция 1 • Сдача корпуса 3 кв. 2025,Карамышевская,2 минуты на транспорте,Москва,СЗАО,р-н Хорошево-Мневники,улица Генерала Глаголева,,12 266 800 ₽,https://www.cian.ru/sale/flat/287560843/
1,"1-комн. кв., 31,7 м², 13/24 этаж",,Октябрьское поле,20 минут пешком,Москва,СЗАО,р-н Щукино,улица Берзарина,30А,11 400 000 ₽,https://www.cian.ru/sale/flat/279868327/
1,"1-комн. кв., 29 м², 6/19 этаж",Секция 1 • Сдача корпуса 1 кв. 2024,Октябрьское поле,14 минут пешком,Москва,СЗАО,р-н Щукино,улица Расплетина,,13 398 000 ₽,https://www.cian.ru/sale/flat/286786161/
1,"1-комн. апарт., 32 м², 9/58 этаж",,Народное Ополчение,9 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,улица Народного Ополчения,15К2,14 700 000 ₽,https://www.cian.ru/sale/flat/282788996/
1,"1-комн. апарт., 40,8 м², 11/21 этаж",Секция 1 • Сдан,Народное Ополчение,11 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,улица Народного Ополчения,13,14 606 400 ₽,https://www.cian.ru/sale/flat/282008346/
1,"1-комн. кв., 31,4 м², 25/57 этаж",,Народное Ополчение,9 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,улица Народного Ополчения,15К2,17 100 000 ₽,https://www.cian.ru/sale/flat/289068116/
1,"1-комн. кв., 40,4 м², 2/21 этаж",Сдан,Октябрьское поле,18 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,3-я Хорошевская улица,вл19с3к2,15 403 914 ₽,https://www.cian.ru/sale/flat/288828156/
1,"1-комн. кв., 29,1 м², 27/48 этаж",,Народное Ополчение,9 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,улица Народного Ополчения,15К1,16 400 000 ₽,https://www.cian.ru/sale/flat/287691596/
1,"1-комн. кв., 39,1 м², 7/28 этаж",Секция 2 • Сдача корпуса 3 кв. 2025,Карамышевская,2 минуты на транспорте,Москва,СЗАО,р-н Хорошево-Мневники,улица Генерала Глаголева,,14 623 400 ₽,https://www.cian.ru/sale/flat/287560872/
1,"1-комн. кв., 49 м², 7/24 этаж",,Карамышевская,11 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,улица Народного Ополчения,11,16 800 000 ₽,https://www.cian.ru/sale/flat/280061950/
1,"1-комн. апарт., 45,2 м², 6/21 этаж",Секция 1 • Сдан,Народное Ополчение,11 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,улица Народного Ополчения,13,15 865 200 ₽,https://www.cian.ru/sale/flat/286095526/
1,"1-комн. кв., 34,5 м², 16/16 этаж",,Строгино,19 минут пешком,Москва,СЗАО,р-н Строгино,улица Твардовского,6К3,9 555 000 ₽,https://www.cian.ru/sale/flat/288747629/
1,"Семейная ипотека 0,01%",Секция 3 • Сдача корпуса 4 кв. 2023,Шелепиха,9 минут пешком,Москва,СЗАО,р-н Хорошево-Мневники,Причальный проезд,10Б,16 553 399 ₽,https://www.cian.ru/sale/flat/284889614/
1,Однушка с ремонтом по низу рынка!,"1-комн. кв., 36,11 м², 2/25 этаж",Пятницкое шоссе,18 минут пешком,Москва,СЗАО,р-н Митино,Муравская улица,42к1,9 000 000 ₽,https://www.cian.ru/sale/flat/288719153/
1,"1-комн. кв., 35 м², 9/17 этаж",Сдача корпуса 2 кв. 2023,Прокшино,10 минут пешком,Москва,НАО (Новомосковский),м. Прокшино,Прокшино ЖК,4к6,9 700 000 ₽,https://www.cian.ru/sale/flat/284339834/
1,Квартира в стиле лофт.,"1-комн. кв., 40 м², 3/4 этаж",Филатов Луг,14 минут на транспорте,Москва,НАО (Новомосковский),м. Филатов Луг,улица Жемчужная,1к11,7 700 000 ₽,https://www.cian.ru/sale/flat/287927024/
1,Отделка и кухня. Скидки до 12%,Секция 1 • Сдача корпуса 2 кв. 2025,Румянцево,7 минут на транспорте,Москва,НАО (Новомосковский),м. Румянцево,№ 3 кв-л,,9 761 220 ₽,https://www.cian.ru/sale/flat/277999954/
1,КЛАДОВКА на этаже (входит в цену),"1-комн. кв., 43 м², 22/25 этаж",Рассказовка,7 минут на транспорте,Москва,НАО (Новомосковский),м. Рассказовка,улица Москвитина,9к2,10 700 000 ₽,https://www.cian.ru/sale/flat/286716907/
1,"1-комн. кв., 24,3 м², 12/16 этаж",Сдача корпуса 3 кв. 2023,Коммунарка,3 минуты на транспорте,Москва,НАО (Новомосковский),м. Коммунарка,Скандинавия ЖК,к23.1,8 332 414 ₽,https://www.cian.ru/sale/flat/287789370/
1,Кладовка в подарок,"1-комн. кв., 36 м², 8/22 этаж",Саларьево,19 минут пешком,Москва,НАО (Новомосковский),м. Саларьево,улица Родниковая,30к3,9 300 000 ₽,https://www.cian.ru/sale/flat/289019997/
1,"1-комн. кв., 33,2 м², 10/10 этаж",Секция 12 • Сдача корпуса 1 кв. 2025,Улица Горчакова,5 минут на транспорте,Москва,НАО (Новомосковский),м. Улица Горчакова,Дзен-кварталы ЖК,,8 501 457 ₽,https://www.cian.ru/sale/flat/287088042/
1,Уютная кв-ра в новом доме,"1-комн. кв., 45,3 м², 13/17 этаж",Коммунарка,6 минут на транспорте,Москва,НАО (Новомосковский),м. Коммунарка,20А,,10 900 000 ₽,https://www.cian.ru/sale/flat/286613503/
1,"1-комн. кв., 36,3 м², 16/16 этаж",Секция 1 • Сдан,Прокшино,3 минуты на транспорте,Москва,НАО (Новомосковский),м. Прокшино,улица Сальвадора Дали,1к3,11 320 046 ₽,https://www.cian.ru/sale/flat/273049727/
1,"Новая, все остается покупателю!","1-комн. кв., 38 м², 2/6 этаж",Филатов Луг,10 минут на транспорте,Москва,НАО (Новомосковский),м. Филатов Луг,улица Жемчужная,1к16,8 495 000 ₽,https://www.cian.ru/sale/flat/287014503/
1,"1-комн. кв., 38,4 м², 2/15 этаж",Секция 3 • Сдача корпуса 1 кв. 2024,Филатов Луг,5 минут на транспорте,Москва,НАО (Новомосковский),м. Филатов Луг,Прокшино ЖК,8к1,12 165 324 ₽,https://www.cian.ru/sale/flat/273052326/
1,Просторная 1-ая квартира,"1-комн. кв., 44 м², 9/9 этаж",Рассказовка,18 минут пешком,Москва,НАО (Новомосковский),м. Рассказовка,бульвар Андрея Тарковского,5,12 200 000 ₽,https://www.cian.ru/sale/flat/288378107/
1,"1-комн. кв., 26,3 м², 13/22 этаж",Секция 2 • Сдача корпуса 1 кв. 2025,Прокшино,5 минут на транспорте,Москва,НАО (Новомосковский),м. Прокшино,Новая Звезда ЖК,,7 153 600 ₽,https://www.cian.ru/sale/flat/277811342/
1,Просторная 1-ая квартира,"1-комн. кв., 40 м², 5/9 этаж",Рассказовка,18 минут пешком,Москва,НАО (Новомосковский),м. Рассказовка,бульвар Андрея Тарковского,5,13 500 000 ₽,https://www.cian.ru/sale/flat/287635280/
1,"1-комн. кв., 36,1 м², 1/19 этаж",Секция 2 • Сдача корпуса 2 кв. 2026,Филатов Луг,11 минут на транспорте,Москва,НАО (Новомосковский),м. Филатов Луг,мкр. Град Московский,,7 548 351 ₽,https://www.cian.ru/sale/flat/287504802/
1,"1-комн. кв., 36 м², 4/14 этаж",,Новопеределкино,16 минут на транспорте,Москва,НАО (Новомосковский),Сосенское поселение,4,,8 600 000 ₽,https://www.cian.ru/sale/flat/287877177/
1,"1-комн. кв., 42,3 м², 2/9 этаж",Секция 17 • Сдача корпуса 1 кв. 2025,Ольховая,11 минут на транспорте,Москва,НАО (Новомосковский),м. Ольховая,Новые Ватутинки Заречный мкр,,7 867 800 ₽,https://www.cian.ru/sale/flat/282314120/
1,"1-комн. кв., 52,5 м², 7/25 этаж",,Филатов Луг,9 минут на транспорте,Москва,НАО (Новомосковский),м. Филатов Луг,мкр. Град Московский,улица Радужная,13 000 000 ₽,https://www.cian.ru/sale/flat/279629349/
1,"1-комн. кв., 36 м², 12/16 этаж",Секция 11 • Сдача корпуса 4 кв. 2024,Бунинская аллея,5 минут на транспорте,Москва,НАО (Новомосковский),м. Бунинская аллея,Бунинские Кварталы ЖК,к1.3,8 102 421 ₽,https://www.cian.ru/sale/flat/277903837/
1,"1-комн. кв., 35,9 м², 8/9 этаж",,Аэропорт Внуково,12 минут на транспорте,Москва,НАО (Новомосковский),Филимонковское поселение,1к9,,7 300 000 ₽,https://www.cian.ru/sale/flat/288805270/
1,"1-комн. кв., 39,6 м², 1/14 этаж",Секция 11 • Сдача корпуса 1 кв. 2024,Ольховая,14 минут на транспорте,Москва,НАО (Новомосковский),м. Ольховая,Новые Ватутинки центральный мкр,к9/1.2,8 476 618 ₽,https://www.cian.ru/sale/flat/281916244/
1,В сентябре - открытие метро!,"1-комн. кв., 46 м², 22/23 этаж",Рассказовка,5 минут на транспорте,Москва,НАО (Новомосковский),м. Рассказовка,улица Летчика Ульянина,6,10 000 000 ₽,https://www.cian.ru/sale/flat/286057788/
1,"1-комн. кв., 37,2 м², 2/15 этаж",Секция 3 • Сдан,Ольховая,9 минут на транспорте,Москва,НАО (Новомосковский),м. Ольховая,улица Гренадерская,9к1,8 750 500 ₽,https://www.cian.ru/sale/flat/287599580/
1,Просторная однушка с ремонтом,"1-комн. кв., 36,3 м², 10/16 этаж",Улица Скобелевская,9 минут на транспорте,Москва,НАО (Новомосковский),м. Улица Скобелевская,бульвар Скандинавский,8,9 999 900 ₽,https://www.cian.ru/sale/flat/288954565/
1,"1-комн. кв., 36,1 м², 12/17 этаж",Сдача корпуса 1 кв. 2025,Рассказовка,2 минуты на транспорте,Москва,НАО (Новомосковский),м. Рассказовка,Переделкино Ближнее мкр,17-й кв-л,9 216 383 ₽,https://www.cian.ru/sale/flat/288234629/
1,"1-комн. кв., 28,3 м², 13/17 этаж",,Бунинская аллея,8 минут на транспорте,Москва,НАО (Новомосковский),м. Бунинская аллея,д. Столбово,Эко Бунино ЖК,6 300 000 ₽,https://www.cian.ru/sale/flat/288358072/
1,"1-комн. кв., 32,6 м², 4/14 этаж",Секция 1 • Сдача корпуса 4 кв. 2024,Филатов Луг,13 минут на транспорте,Москва,НАО (Новомосковский),м. Филатов Луг,Середневский Лес ЖК,3.2,6 223 948 ₽,https://www.cian.ru/sale/flat/278014489/
1,"1-комн. кв., 47,1 м², 3/9 этаж",,Бунинская аллея,5 минут на транспорте,Москва,НАО (Новомосковский),м. Бунинская аллея,улица Александры Монаховой,96к2,9 700 000 ₽,https://www.cian.ru/sale/flat/285305348/
1,"1-комн. апарт., 45,91 м², 1/5 этаж",Сдача корпуса 4 кв. 2024,Площадь Революции,2 минуты пешком,Москва,ЦАО,р-н Тверской,Ильинка 3/8 ЖК,,111 070 000 ₽,https://www.cian.ru/sale/flat/281896677/
1,Светлая евродвушка с историей!,"1-комн. кв., 56,9 м², 5/6 этаж",Пушкинская,5 минут пешком,Москва,ЦАО,р-н Тверской,Тверская улица,12С7,33 630 000 ₽,https://www.cian.ru/sale/flat/289018534/
1,"1-комн. кв., 48,9 м², 4/18 этаж",Сдача корпуса 4 кв. 2026,Воробьёвы горы,12 минут пешком,Москва,ЦАО,р-н Хамовники,Коллекция Лужники ЖК,,37 043 000 ₽,https://www.cian.ru/sale/flat/289121096/
1,Апарт в клубном доме,"1-комн. апарт., 39,2 м², 2/5 этаж",Новослободская,6 минут пешком,Москва,ЦАО,р-н Тверской,Долгоруковская улица,25к1,30 900 000 ₽,https://www.cian.ru/sale/flat/287679692/
1,Первые башни REDS в Republic,Секция 2 • Сдача корпуса 3 кв. 2025,Белорусская,14 минут пешком,Москва,ЦАО,р-н Пресненский,Репаблик ЖК,,28 595 774 ₽,https://www.cian.ru/sale/flat/280467174/
1,Красивая квартира в центре Москвы,"1-комн. кв., 33,6 м², 2/6 этаж",Смоленская,7 минут пешком,Москва,ЦАО,р-н Хамовники,переулок Сивцев Вражек,29/16,22 300 000 ₽,https://www.cian.ru/sale/flat/281254800/
1,"1-комн. кв., 72,6 м², 2/14 этаж",Секция 1 • Сдача корпуса 2 кв. 2024,Третьяковская,5 минут пешком,Москва,ЦАО,р-н Якиманка,Лаврушинский ЖК,,132 610 000 ₽,https://www.cian.ru/sale/flat/281050891/
1,"1-комн. кв., 39 м², 6/16 этаж",,Белорусская,10 минут пешком,Москва,ЦАО,р-н Пресненский,улица Малая Грузинская,41,14 950 000 ₽,https://www.cian.ru/sale/flat/288728399/
1,"1-комн. апарт., 51,2 м², 4/6 этаж",Сдача корпуса 4 кв. 2024,Новокузнецкая,15 минут пешком,Москва,ЦАО,р-н Замоскворечье,Космодамианская набережная,4/22С8,50 032 640 ₽,https://www.cian.ru/sale/flat/275923510/
1,с видом на высотку и Новый Арбат,"1-комн. кв., 36,6 м², 12/14 этаж",Баррикадная,5 минут пешком,Москва,ЦАО,р-н Пресненский,Большая Грузинская улица,14,18 950 000 ₽,https://www.cian.ru/sale/flat/288912473/
1,"1-комн. кв., 94,3 м², 1/6 этаж",Сдача корпуса 1 кв. 2026,Москва (Киевский вокзал),7 минут на транспорте,Москва,ЦАО,р-н Хамовники,1С1,,143 540 000 ₽,https://www.cian.ru/sale/flat/286944844/
1,5 минут от Кремля,"1-комн. апарт., 49,8 м², 7/8 этаж",Третьяковская,11 минут пешком,Москва,ЦАО,р-н Якиманка,Софийская набережная,34С4,47 500 000 ₽,https://www.cian.ru/sale/flat/287679689/
1,Южная квартира. Отделка,Сдан,Улица 1905 года,7 минут пешком,Москва,ЦАО,р-н Пресненский,2-я Звенигородская улица,14,55 777 772 ₽,https://www.cian.ru/sale/flat/270237518/
1,Панорамные окна и живописные виды,"1-комн. апарт., 123 м², 51/75 этаж",Деловой центр,3 минуты пешком,Москва,ЦАО,р-н Пресненский,1-й Красногвардейский проезд,15,99 000 000 ₽,https://www.cian.ru/sale/flat/286749822/
1,"1-комн. апарт., 50,7 м², 6/13 этаж",Сдан,Смоленская,8 минут пешком,Москва,ЦАО,р-н Арбат,улица Новый Арбат,,42 000 000 ₽,https://www.cian.ru/sale/flat/288651027/
1,Виды на Кремль,"1-комн. апарт., 60,8 м², 7/8 этаж",Третьяковская,11 минут пешком,Москва,ЦАО,р-н Якиманка,Софийская набережная,34С4,110 240 000 ₽,https://www.cian.ru/sale/flat/288533847/
1,"1-комн. апарт., 54,89 м², 6/9 этаж",Сдача корпуса 4 кв. 2023,Октябрьская,1 минута пешком,Москва,ЦАО,р-н Якиманка,Ленинский проспект,2,57 634 500 ₽,https://www.cian.ru/sale/flat/288750952/
1,Садовое кольцо! Стильный ремонт!,"1-комн. кв., 48,5 м², 2/8 этаж",Павелецкая,10 минут пешком,Москва,ЦАО,р-н Замоскворечье,Космодамианская набережная,46/50с1,19 690 000 ₽,https://www.cian.ru/sale/flat/287761201/
1,"1-комн. кв., 57 м², 5/8 этаж",Секция 1 • Сдача корпуса 2 кв. 2023,Китай-город,15 минут пешком,Москва,ЦАО,р-н Таганский,Большой Николоворобинский переулок,9/11,76 494 000 ₽,https://www.cian.ru/sale/flat/280834472/
1,"1-комн. апарт., 43 м², 3/11 этаж",,Курская,13 минут пешком,Москва,ЦАО,р-н Басманный,улица Казакова,7,20 000 000 ₽,https://www.cian.ru/sale/flat/287028842/
1,"1-комн. кв., 104,38 м², 5/14 этаж",Сдача корпуса 4 кв. 2025,Киевская,13 минут пешком,Москва,ЦАО,р-н Хамовники,переулок 1-й Тружеников,12,176 690 745 ₽,https://www.cian.ru/sale/flat/289081046/
1,Клубный дом. 5 мин до Кремля.,"1-комн. апарт., 41,2 м², 3/5 этаж",Новокузнецкая,6 минут пешком,Москва,ЦАО,р-н Замоскворечье,Озерковская набережная,6,37 500 000 ₽,https://www.cian.ru/sale/flat/274593955/
1,"1-комн. апарт., 50,2 м², 39/66 этаж",Сдан,Выставочная,3 минуты пешком,Москва,ЦАО,р-н Пресненский,1-й Красногвардейский проезд,22с1,42 519 400 ₽,https://www.cian.ru/sale/flat/287988807/
1,Студия с боковым видом на реку!,"1-комн. апарт., 46,3 м², 3/5 этаж",Новокузнецкая,4 минуты пешком,Москва,ЦАО,р-н Замоскворечье,Озерковская набережная,6,43 985 000 ₽,https://www.cian.ru/sale/flat/287688964/
1,"1-комн. кв., 36,8 м², 7/22 этаж",Сдан,Площадь трёх вокзалов,4 минуты пешком,Москва,ЦАО,р-н Красносельский,Большая Спасская улица,35,21 547 283 ₽,https://www.cian.ru/sale/flat/288172247/
1,Шикарное предложение!!!,"1-комн. апарт., 27 м², 4/5 этаж",Трубная,7 минут пешком,Москва,ЦАО,р-н Тверской,улица Петровка,26С3,26 000 000 ₽,https://www.cian.ru/sale/flat/277311730/
1,"1-комн. кв., 75,6 м², 6/8 этаж",Секция 1 • Сдан,Арбатская,9 минут пешком,Москва,ЦАО,р-н Арбат,улица Арбат,24,65 016 000 ₽,https://www.cian.ru/sale/flat/274789008/
1,"1-комн. кв., 31 м², 2/5 этаж",,Курская,13 минут пешком,Москва,ЦАО,р-н Басманный,Денисовский переулок,8/14,11 500 000 ₽,https://www.cian.ru/sale/flat/276503708/
1,"1-комн. кв., 42,07 м², 35/54 этаж",Секция 1 • Сдача корпуса 2 кв. 2025,Дмитровская,5 минут пешком,Москва,САО,р-н Савеловский,2-я Хуторская улица,34,19 528 172 ₽,https://www.cian.ru/sale/flat/288222512/
1,Апартаменты под инвестиции,"1-комн. апарт., 18 м², 7/9 этаж",Красный Балтиец,9 минут пешком,Москва,САО,р-н Аэропорт,Большой Коптевский проезд,3С7,6 876 000 ₽,https://www.cian.ru/sale/flat/287529888/
1,Ключи в день покупки!,Сдан,Белорусская,4 минуты пешком,Москва,САО,р-н Беговой,Северный ао,Слава ЖК,42 110 754 ₽,https://www.cian.ru/sale/flat/287781581/
1,"1-комн. кв., 40,4 м², 17/41 этаж",,Динамо,15 минут пешком,Москва,САО,р-н Хорошевский,Ленинградский проспект,37/6,25 000 000 ₽,https://www.cian.ru/sale/flat/280986757/
1,Старт продаж новой очереди!,Сдача корпуса 3 кв. 2026,Селигерская,4 минуты пешком,Москва,САО,р-н Западное Дегунино,Ильменский проезд,,11 192 228 ₽,https://www.cian.ru/sale/flat/283383723/
1,"1-комн. кв., 32 м², 1/9 этаж",,Верхние Лихоборы,4 минуты пешком,Москва,САО,р-н Бескудниковский,Бескудниковский бульвар,10К2,7 700 000 ₽,https://www.cian.ru/sale/flat/285069583/
1,Жилой комплекс бизнес-класса SOUL,Сдача корпуса 3 кв. 2025,Красный Балтиец,4 минуты пешком,Москва,САО,р-н Аэропорт,Часовая улица,28к8,16 923 744 ₽,https://www.cian.ru/sale/flat/286164584/
1,Современная студия рядом с парком,"1-комн. кв., 46 м², 18/22 этаж",Тимирязевская,7 минут пешком,Москва,САО,р-н Тимирязевский,Ивановская улица,19,30 000 000 ₽,https://www.cian.ru/sale/flat/281348053/
1,"1-комн. кв., 45,8 м², 21/25 этаж",Секция 1 • Сдан,Беговая,11 минут пешком,Москва,САО,р-н Хорошевский,Авиатика ЖК,,19 396 300 ₽,https://www.cian.ru/sale/flat/286644266/
1,"Апартаменты 1-комн. 35,25 кв.м","1-комн. апарт., 35,25 м², 9/10 этаж",Яхромская,14 минут пешком,Москва,САО,р-н Дмитровский,Дмитровское шоссе,,9 200 000 ₽,https://www.cian.ru/sale/flat/285092480/
1,"Семейная ипотека 0,01%",Сдача корпуса 3 кв. 2024,Селигерская,10 минут пешком,Москва,САО,р-н Западное Дегунино,Северный ао,Левел Селигерская ЖК,9 640 613 ₽,https://www.cian.ru/sale/flat/285646692/
1,Светлая 1-ка в ЖК бизнес класса!,"1-комн. кв., 37 м², 22/30 этаж",Дмитровская,2 минуты пешком,Москва,САО,р-н Тимирязевский,Дмитровский проезд,1,18 500 000 ₽,https://www.cian.ru/sale/flat/277062511/
1,"1-комн. кв., 41,3 м², 2/25 этаж",Секция 1 • Сдача корпуса 1 кв. 2025,Гражданская,10 минут пешком,Москва,САО,р-н Савеловский,Старый Петровско-Разумовский проезд,1/23С5,15 570 100 ₽,https://www.cian.ru/sale/flat/280126734/
1,"1-комн. апарт., 33,1 м², 3/4 этаж",,Аэропорт,3 минуты пешком,Москва,САО,р-н Хорошевский,Ленинградский проспект,47С2,12 500 000 ₽,https://www.cian.ru/sale/flat/288763096/
1,"1-комн. кв., 49,2 м², 15/18 этаж",Сдача корпуса 3 кв. 2024,Коптево,6 минут пешком,Москва,САО,р-н Головинский,Михалковская улица,48С8,16 860 840 ₽,https://www.cian.ru/sale/flat/285593643/
1,Видовая 1-ка бизнес-класс ЖК D1,"1-комн. кв., 40 м², 22/58 этаж",Дмитровская,2 минуты пешком,Москва,САО,р-н Тимирязевский,Дмитровский проезд,1,19 800 000 ₽,https://www.cian.ru/sale/flat/286620882/
1,"Старт продаж, бизнес-класс.",Сдача корпуса 3 кв. 2025,Зорге,6 минут пешком,Москва,САО,р-н Сокол,улица Зорге,,17 856 735 ₽,https://www.cian.ru/sale/flat/288821957/
1,Апартаменты под инвестиции,"1-комн. апарт., 17,1 м², 7/9 этаж",Красный Балтиец,9 минут пешком,Москва,САО,р-н Аэропорт,Большой Коптевский проезд,3С7,6 532 200 ₽,https://www.cian.ru/sale/flat/288305549/
1,"1-комн. апарт., 53,11 м², 8/21 этаж",Секция 1 • Сдача корпуса 3 кв. 2024,Белорусская,7 минут пешком,Москва,САО,р-н Беговой,улица 1-я Ямского Поля,28С3,29 199 999 ₽,https://www.cian.ru/sale/flat/277738299/
1,"1-комн. кв., 36 м², 11/12 этаж",,Дмитровская,16 минут пешком,Москва,САО,р-н Тимирязевский,улица Вучетича,5,10 000 000 ₽,https://www.cian.ru/sale/flat/288322055/
1,"1-комн. кв., 33,64 м², 19/22 этаж",Сдача корпуса 1 кв. 2024,Коптево,8 минут пешком,Москва,САО,р-н Коптево,Старокоптевский переулок,4,13 624 200 ₽,https://www.cian.ru/sale/flat/287402747/
1,"1-комн. кв., 32,4 м², 1/9 этаж",,Ховрино,8 минут пешком,Москва,САО,р-н Ховрино,Зеленоградская улица,33К3,7 950 000 ₽,https://www.cian.ru/sale/flat/281522043/
1,"1-комн. апарт., 39,8 м², 4/8 этаж",Сдача корпуса 2 кв. 2024,Петровский Парк,5 минут пешком,Москва,САО,р-н Савеловский,улица Верхняя Масловка,20,18 114 400 ₽,https://www.cian.ru/sale/flat/287829388/
1,Студия с ремонтом! Не доля,"1-комн. апарт., 18,4 м², 4/5 этаж",Беговая,8 минут пешком,Москва,САО,р-н Хорошевский,Хорошевское шоссе,38,5 520 000 ₽,https://www.cian.ru/sale/flat/288438886/
1,Назови свою цену на квартиру,Секция 5 • Сдача корпуса 4 кв. 2023,Беломорская,15 минут на транспорте,Москва,САО,р-н Молжаниновский,Ленинградское шоссе,228Бс4,7 721 616 ₽,https://www.cian.ru/sale/flat/280416656/
1,От Собственника/не Доля,"1-комн. апарт., 19,3 м², 6/14 этаж",Сокол,9 минут пешком,Москва,САО,р-н Сокол,Балтийская улица,15,8 600 000 ₽,https://www.cian.ru/sale/flat/282129012/
1,Старт продаж новой очереди!,Сдача корпуса 3 кв. 2026,Селигерская,4 минуты пешком,Москва,САО,р-н Западное Дегунино,Ильменский проезд,,10 188 291 ₽,https://www.cian.ru/sale/flat/287483090/
1,"1-комн. кв., 35,6 м², 22/28 этаж",,Водный стадион,7 минут пешком,Москва,САО,р-н Войковский,улица Адмирала Макарова,6А,14 400 000 ₽,https://www.cian.ru/sale/flat/286999194/
1,Клубный дом премиум-класса,Сдача корпуса 2 кв. 2025,Свиблово,10 минут пешком,Москва,СВАО,р-н Свиблово,Снежная улица,вл22к3,21 607 740 ₽,https://www.cian.ru/sale/flat/281553046/
1,Эксклюзивное предложение!,"1-комн. кв., 35 м², 3/12 этаж",Алексеевская,2 минуты пешком,Москва,СВАО,р-н Алексеевский,Новоалексеевская улица,5А,15 300 000 ₽,https://www.cian.ru/sale/flat/288412250/
1,Рассрочка 0%,Секция 1 • Сдача корпуса 4 кв. 2024,Марьина роща,8 минут пешком,Москва,СВАО,р-н Марьина роща,улица 4-я Марьиной рощи,12К1,19 190 692 ₽,https://www.cian.ru/sale/flat/275574207/
